"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
128,"Nova Olinda",3562,NA,140,850,189,655,2141,9493,4272,NA,2510204,81.516,5787,70.99,97.4,0.573,"28.99",38366701.74,36044441.14,9810.23,"PB"
129,"Nova Palmeira",2500,NA,125,480,100,1300,1800,7500,1800,NA,2510303,314.748,4259,13.53,99.1,0.595,"-",31285145.16,34475985.19,9775.17,"PB"
130,"Olho d'Água",11020,NA,187,1353,198,5226,4583,11201,3304,NA,2510402,580.47,6060,10.44,98,0.572,"-",36727295.72,33278211.21,9665.68,"PB"
131,"Olivedos",3300,NA,100,300,130,4700,3850,2e+05,4000,NA,2510501,314.625,3580,11.38,98.8,0.603,"22.22",30720766.32,28402230.56,10926.23,"PB"
132,"Ouro Velho",3422,NA,211,667,113,2447,2495,80038,11205,NA,2510600,128.11,2918,22.78,92.3,0.614,"-",34335531.25,28982567.34,12542.35,"PB"
133,"Parari",1378,NA,136,337,47,11213,4905,18317,5495,NA,2510659,207.814,1720,8.28,99.5,0.584,"-",28088446.33,21238021.67,12304.05,"PB"
134,"Passagem",1520,NA,110,250,35,5000,1800,5397,1618,NA,2510709,123.422,2463,19.96,97.7,0.62,"-",26390329.32,23446412.97,11765.11,"PB"
135,"Patos",51884,NA,1778,6482,963,32340,21218,126648,54199,NA,2510808,472.892,103165,218.16,97.8,0.701,"10.16",399128973.94,377664328.2,18329.13,"PB"
136,"Paulista",25238,19,700,4155,600,4000,10081,8939,4321,NA,2510907,577.379,11834,20.5,96,0.587,"16.95",69025595.56,68539458.67,12651.17,"PB"
137,"Pedra Branca",3832,NA,180,1280,384,418,1633,6169,2500,NA,2511004,116.873,3739,31.99,97.9,0.599,"19.23",34093410.96,28226994.76,9853.48,"PB"
138,"Pedra Lavrada",3200,NA,230,700,140,3400,2300,12000,3500,NA,2511103,335.615,6859,20.44,98.8,0.574,"29.41",50289801.25,48420222.83,10067.2,"PB"
139,"Pedras de Fogo",3800,NA,350,1300,249,1455,670,1120463,809566,NA,2511202,406.729,29662,72.93,96.8,0.59,"15.5",169300524.78,181906711.1,19452.45,"PB"
140,"Pedro Régis",3250,NA,240,300,30,450,275,9500,1550,2000,2512721,74.216,5766,77.69,99.1,0.542,"35.71",34724686.2,30570008.77,9315.19,"PB"
141,"Piancó",88854,25,2363,10900,2236,26999,36155,142782,69948,NA,2511301,576.986,16441,28.49,97.4,0.621,"-",84727956.85,80247977.64,12776.52,"PB"
142,"Picuí",9700,NA,210,1600,260,4300,7000,48000,9600,NA,2511400,667.714,18333,27.46,97.7,0.608,"8.51",97159647.05,93271457.36,11378.13,"PB"
143,"Pilar",5000,NA,336,500,170,700,748,25300,22541,NA,2511509,103.306,12311,119.17,97.2,0.579,"21.62",56551365.98,53711271.05,10111.37,"PB"
144,"Pilões",3000,NA,100,300,75,300,187,7140,1940,NA,2511608,65.574,6815,103.93,97.5,0.56,"11.24",40373804.24,42976326.23,14641.92,"PB"
145,"Pilõezinhos",1800,NA,180,800,105,300,180,13684,6630,NA,2511707,40.908,5329,130.27,96,0.564,"-",36002391.54,34142112.15,10373.93,"PB"
146,"Pirpirituba",4800,NA,300,850,135,480,450,20450,8745,NA,2511806,80.672,9340,115.78,96.6,0.595,"7.63",49633040.6,39645147.64,8980.48,"PB"
147,"Pitimbu",800,NA,100,130,18,88,192,115355,880,NA,2511905,135.801,16751,123.35,97.3,0.57,"35.53",112689564.74,104991496,22092.43,"PB"
