"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
225,"Serranópolis",205000,65,2300,3450,620,80,1200,180000,23500,NA,5220504,5521.774,8027,1.45,97.1,0.681,"10.1",81533230.84,71316709.49,74691.15,"GO"
226,"Silvânia",124000,220,3500,10600,1800,120,1100,115000,41500,500,5220603,2349.924,22245,9.47,97.4,0.709,"11.63",125435875.33,135472759.5,62830.64,"GO"
227,"Simolândia",37735,NA,1396,1534,430,130,378,16958,6783,NA,5220686,346.811,5742,16.56,97.5,0.645,"13.51",31658605.99,25610742.16,25136.64,"GO"
228,"Sítio d'Abadia",52113,NA,1352,1508,362,17,140,9559,3824,NA,5220702,1611.851,2927,1.82,97.6,0.617,"-",30813015.22,24248057.64,24972.69,"GO"
229,"Taquaral de Goiás",29302,NA,689,270,125,34,42,350000,7700,NA,5221007,205.665,4026,19.58,98.4,0.716,"-",31113980.34,22982833.83,25470.46,"GO"
230,"Teresina de Goiás",9017,158,435,564,22,1,87,2540,386,NA,5221080,784.793,2701,3.44,97.2,0.661,"-",30000862.09,27278955.07,11057.61,"GO"
231,"Terezópolis de Goiás",8620,NA,307,670,150,74,220,12900,3200,1200,5221197,107.407,7944,73.96,98.4,0.685,"10",43348472.07,41462985.99,25350.44,"GO"
232,"Três Ranchos",22000,NA,500,220,70,8,12,11000,10600,NA,5221304,284.034,2921,10.28,100,0.745,"43.48",33352992.89,31689732.65,22565.69,"GO"
233,"Trindade",73425,115,2320,4250,800,250,1135,55000,6000,NA,5221403,712.69,142431,199.85,96.4,0.699,"18.52",178167172.37,241417446.4,20200.76,"GO"
234,"Trombas",81568,2,872,2570,522,131,474,19778,7606,NA,5221452,802.905,3120,3.89,97.1,0.653,"-",28472027.48,25657381.89,20052.54,"GO"
235,"Turvânia",54785,157,818,2200,190,43,313,17000,7200,NA,5221502,482.317,4480,9.29,97.6,0.697,"-",26486123.48,30088404.34,45157.61,"GO"
236,"Turvelândia",31271,89,822,19833,3950,105,279,13839,1480,NA,5221551,935.659,4985,5.33,98.1,0.691,"54.55",60828917.06,51196227.95,103995.03,"GO"
237,"Uirapuru",84300,26,1200,2700,450,110,350,16000,6150,NA,5221577,1154.305,2798,2.42,97.7,0.67,"114.29",33836466.02,28204011.33,27365.87,"GO"
238,"Uruaçu",141300,55,1800,9500,1580,300,470,45200,17300,NA,5221601,2142.484,42546,19.86,95.6,0.737,"20.72",200839136.31,184454696.7,31588.72,"GO"
239,"Uruana",72300,320,1315,4250,870,45,205,38290,16200,NA,5221700,522.904,13729,26.26,94.9,0.703,"8.26",88131378.57,75843883.68,21337.92,"GO"
240,"Urutaí",52300,40,1200,2000,230,60,200,4110000,19000,NA,5221809,623.821,3553,5.7,97.3,0.732,"62.5",28927176.36,33562996.5,53927.59,"GO"
241,"Valparaíso de Goiás",97,NA,168,150,83,13,17,812,409,510,5221858,61.488,198861,3234.14,96.8,0.746,"16.38",680814471.98,662785857.4,16870.66,"GO"
242,"Varjão",61500,30,860,9850,800,15,70,72000,12000,NA,5221908,517.402,3716,7.18,97.9,0.687,"-",32094382.75,29200297.92,27309.69,"GO"
243,"Vianópolis",71000,100,1500,3250,340,130,900,25000,8200,420,5222005,954.115,14956,15.68,98.6,0.712,"23.53",89529358.14,82457279.29,60900.61,"GO"
244,"Vicentinópolis",25000,35,630,1340,430,55,170,6500,1500,NA,5222054,733.794,8768,11.95,99.1,0.684,"33.06",76275976.24,67919953.45,53340.72,"GO"
245,"Vila Boa",62415,60,605,386,29,74,243,5213,1892,NA,5222203,1052.593,4215,4,96,0.647,"25",39782351.77,35751060.7,27886.97,"GO"
246,"Vila Propício",88000,210,2200,3140,75,58,450,32000,6800,NA,5222302,2181.593,5815,2.67,96.9,0.634,"-",55029562.19,46711795.38,51845.31,"GO"
