"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
52,"São Gabriel da Cachoeira",110,2,1,340,34,NA,NA,10143,2500,NA,1303809,109192.562,51795,0.47,89.4,0.609,"30.95",199666844.46,189584594.5,8995.21,"AM"
53,"São Paulo de Olivença",450,NA,12,100,29,6,89,2702,2457,200,1303908,19658.502,32967,1.68,85.2,0.521,"24.92",189777624.18,176176368.7,8182.07,"AM"
54,"São Sebastião do Uatumã",10708,371,302,227,73,12,84,3026,1400,770,1303957,10647.463,11670,1.1,93.3,0.577,"16.67",73954084.33,64297140.25,9307.06,"AM"
55,"Silves",9014,148,382,1131,185,136,630,8950,2734,NA,1304005,3723.382,11559,3.1,96.3,0.632,"31.41",74898829.18,71507923.44,18843.97,"AM"
56,"Tabatinga",243,96,50,200,40,35,32,50000,25000,630,1304062,3260.103,66764,20.48,91.2,0.616,"19.13",330683385.47,296641499.4,11065.89,"AM"
57,"Tapauá",7238,NA,148,600,223,203,180,25000,20000,NA,1304104,84946.035,19599,0.23,79.5,0.502,"15.77",141411047.77,131448115.3,14218.05,"AM"
58,"Tefé",2155,634,66,760,220,22,290,27380,18972,2560,1304203,23692.223,73669,3.11,93.9,0.639,"12.38",340091826.59,330556300.3,18538.27,"AM"
59,"Tonantins",1393,637,87,251,34,33,97,9599,7000,NA,1304237,6446.894,19247,2.99,86.7,0.548,"18.22",127333421.29,113386403,9738.96,"AM"
60,"Uarini",486,338,NA,250,89,NA,25,800,580,NA,1304260,10274.677,14431,1.4,90.7,0.527,"20.59",88722986.75,85326764.62,16562.54,"AM"
61,"Urucará",13095,1830,313,400,157,45,720,15004,12500,NA,1304302,27901.962,18631,0.67,94.6,0.62,"18.8",91945841.9,86149825.48,12847.86,"AM"
62,"Urucurituba",13158,2267,320,530,184,96,370,16109,10015,NA,1304401,2886.494,23945,8.3,93.4,0.588,"19.67",103181439.19,109667718.4,9654.77,"AM"
