"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
227,"Júlio de Castilhos",53139,35,2651,1267,254,52,11908,9000,5300,495,4311205,1929.544,18226,9.45,"97.3","0.716","11.83",128065876.89,115634245.2,100483.88,"RS"
228,"Lagoa Bonita do Sul",1760,NA,53,580,77,42,156,4720,2360,350,4311239,109.758,2251,20.51,"97.9","0.67","-",27087518.67,24525013.02,23448.31,"RS"
229,"Lagoa dos Três Cantos",2814,NA,86,10813,47,48,863,147000,3300,50,4311270,138.602,1738,12.54,"100","0.789","-",33548712.25,26501820.21,97967.03,"RS"
230,"Lagoa Vermelha",32580,NA,1361,3450,820,46,4744,182000,140000,NA,4311304,1260.227,27659,21.95,"97.5","0.738","8.98",179166160.61,151441379.2,54534.96,"RS"
231,"Lagoão",13040,9,666,2758,658,120,1523,10740,5370,NA,4311254,387.486,5341,13.78,"97","0.643","34.48",43597702.74,35699493.2,23912.37,"RS"
232,"Lajeado",2451,9,352,2270,56,22,560,360000,241500,52495,4311403,91.231,93646,1026.47,"98","0.778","11.61",639535748.86,563629985.8,65067.95,"RS"
233,"Lajeado do Bugre",2315,NA,48,3100,100,66,48,4056,1547,NA,4311429,67.947,2601,38.28,"96.8","0.613","-",28415359.01,22122206.2,29145.22,"RS"
234,"Lavras do Sul",182519,565,8132,351,114,1234,71226,13500,9700,90,4311502,2600.969,7157,2.75,"98.5","0.699","13.33",74319254.58,61767467.59,67155.99,"RS"
235,"Liberato Salzano",6815,NA,38,37910,2010,110,375,117854,6478,NA,4311601,245.627,4781,19.46,"98.9","0.685","-",38483576.72,32528092.28,33898.65,"RS"
236,"Lindolfo Collor",794,NA,32,66,19,NA,102,26950,8791,NA,4311627,33.351,6248,187.34,"97.1","0.712","11.9",53368011.99,39903831.21,59074.46,"RS"
237,"Linha Nova",1330,NA,38,975,37,2,175,880000,14767,NA,4311643,63.502,1683,26.5,"100","0.749","-",24819684.82,22817434.25,38038.69,"RS"
238,"Maçambará",82832,555,2971,346,106,NA,14718,NA,NA,NA,4311718,1682.82,4425,2.63,"99.3","0.684","16.95",51562705.06,46857933.09,128231.01,"RS"
239,"Machadinho",18436,43,371,1258,88,34,1126,495600,19000,90,4311700,335.198,5735,17.11,"98.5","0.692","-",47381956.96,41497010.98,50419.98,"RS"
240,"Mampituba",3041,NA,30,110,20,2,28,3219,1600,NA,4311734,156.653,3131,19.99,"96.6","0.649","-",32940542.19,27772071.54,23680.66,"RS"
241,"Manoel Viana",79704,504,2120,664,259,87,17315,10900,7950,NA,4311759,1390.696,6801,4.89,"99.2","0.655","-",52320266.65,39345552.27,74773.78,"RS"
242,"Maquiné",8460,26,462,308,100,48,595,8604,3976,NA,4311775,613.58,7418,12.09,"94.6","0.682","-",55596424.85,45163723.48,28232.21,"RS"
243,"Maratá",2815,10,136,38910,1845,54,117,823341,309997,70,4311791,82.063,2470,30.1,"99","0.697","52.63",39250371.04,32062334.46,29788.54,"RS"
244,"Marau",19332,10,567,36077,690,37,3112,5640530,150000,NA,4311809,649.77,45124,69.45,"94.5","0.774","9.03",276029283.39,233444927.7,67219.06,"RS"
245,"Marcelino Ramos",10530,25,138,20128,311,37,1035,450000,8000,235,4311908,229.759,4320,18.8,"98.2","0.724","21.74",40253642.76,34827508.87,39590.38,"RS"
246,"Mariana Pimentel",7463,441,518,1041,173,108,3024,15224,2251,72,4311981,338.45,3916,11.57,"97.7","0.701","-",33479398.64,29927930.05,26848.63,"RS"
247,"Mariano Moro",7755,NA,98,22096,1571,10,320,320000,8800,122,4312005,98.727,1858,18.82,"98.1","0.73","-",32321762.45,24878917.2,36681.94,"RS"
248,"Marques de Souza",7915,13,140,27700,140,30,576,2150000,65000,NA,4312054,125.714,3969,31.57,"100","0.687","34.48",42368459,40941485.74,31181.68,"RS"
249,"Mata",20014,15,356,1409,374,60,1506,15900,13950,NA,4312104,316.121,4698,14.86,"97.9","0.656","-",37990137.45,33744826.79,35505.31,"RS"
250,"Mato Castelhano",4685,1,233,372,91,NA,1332,400913,14321,NA,4312138,238.268,2553,10.71,"100","0.727","-",4229880.92,28315213.43,66163.47,"RS"
251,"Mato Leitão",4119,NA,65,14714,648,16,339,432000,7100,NA,4312153,46.799,4859,103.83,"100","0.746","-",40670986.1,38868877.46,39017.82,"RS"
252,"Mato Queimado",5848,NA,90,906,152,17,252,10500,5000,NA,4312179,114.653,1795,15.66,"99.2","0.717","66.67",27840315.99,23562194.65,54901.02,"RS"
253,"Maximiliano de Almeida",7891,2,42,4191,70,1,84,46310,2500,NA,4312203,208.439,4191,20.11,"99.1","0.699","-",36403933.89,31902914.4,37875.46,"RS"
254,"Minas do Leão",15919,20,700,43,6,NA,2187,2700,1800,NA,4312252,424.339,7505,17.69,"97.9","0.681","-",48062331.77,49207753.58,34338.93,"RS"
255,"Miraguaí",8817,NA,162,8050,1210,32,98,725314,6418,NA,4312302,131.236,4427,33.73,"99.1","0.725","-",40354199.75,32799575.47,38862.02,"RS"
256,"Montauri",4667,NA,46,9639,1433,13,234,227509,4875,32,4312351,82.23,1499,18.23,"100","0.764","-",28383780.26,24427277.61,68627.31,"RS"
257,"Monte Alegre dos Campos",21890,200,811,464,75,2,1056,22000,8800,NA,4312377,549.455,3180,5.79,"98.7","0.65","-",35195107.54,30198243.64,33898.25,"RS"
258,"Monte Belo do Sul",885,NA,51,183,37,6,198,56568,26689,NA,4312385,69.726,2557,36.67,"98.7","0.752","-",35005150.45,30028762.18,37563.3,"RS"
259,"Montenegro",94995,539,4410,271363,26797,1206,12488,14453418,3361665,92951,4312401,425.023,64322,151.34,"97.4","0.755","5.89",443285956.62,396590279.6,86949.68,"RS"
260,"Mormaço",2216,NA,75,498,75,23,384,350000,38801,NA,4312427,146.191,2756,18.85,"97.8","0.714","38.46",32139300.36,28772387.56,48847.68,"RS"
261,"Morrinhos do Sul",5074,1,44,38,8,NA,42,1389,972,NA,4312443,166.224,3071,18.48,"100","0.711","-",39504063.01,32346181.04,28178.72,"RS"
262,"Morro Redondo",12684,12,518,395,91,51,2535,14296,1078,NA,4312450,244.645,6046,24.71,"98.5","0.702","-",38205818.12,34170496,20039.8,"RS"
263,"Morro Reuter",1739,NA,66,423,47,436,261,911367,631500,3320,4312476,89.412,6029,67.43,"96.7","0.743","12.5",51715374.62,44810703.16,41729.98,"RS"
264,"Mostardas",54882,210,2135,972,218,38,11549,4350,3010,NA,4312500,1977.442,12090,6.11,"96.6","0.664","7.81",88902209.15,77080413.35,49916.42,"RS"
265,"Muçum",1623,NA,31,25000,4759,NA,134,60000,3100,NA,4312609,111.247,4601,41.36,"97.2","0.746","-",47704179.97,39694737.63,60771.23,"RS"
266,"Muitos Capões",28416,NA,1251,211,65,8,6164,6500,3300,NA,4312617,1193.23,2879,2.41,"92.8","0.702","-",55819695.17,42797646.27,352413.31,"RS"
267,"Muliterno",3490,NA,51,964,136,20,269,170982,1605,NA,4312625,111.132,1721,15.49,"95.2","0.689","37.04",28383796.1,21375425.27,48389.03,"RS"
268,"Não-Me-Toque",33246,NA,803,85896,12268,312,6111,1336609,163837,249,4312658,361.689,17898,49.48,"98.9","0.765","4.83",150315399.49,145838420.9,123422.26,"RS"
269,"Nicolau Vergueiro",5916,3,128,4132,112,NA,793,206272,43,NA,4312674,154.995,1932,12.46,"97.4","0.753","-",30703397.25,25421139.26,87733.01,"RS"
270,"Nonoai",6799,NA,481,1130,159,56,2225,650000,1900,105,4312708,468.962,13719,29.25,"96.2","0.702","30.93",83939533.02,75263648.93,45403.84,"RS"
271,"Nova Alvorada",5934,53,127,23455,650,8,1101,1276000,91056,NA,4312757,148.861,3163,21.25,"96.7","0.74","-",45021426.13,36222552.03,63973.55,"RS"
272,"Nova Araçá",6277,NA,71,19387,3153,56,960,767595,42319,NA,4312807,75.514,4954,65.6,"100","0.785","20",50138236.26,39560488.28,66917.24,"RS"
273,"Nova Bassano",14340,NA,177,47671,1635,30,2208,1118772,104395,300,4312906,211.611,9649,45.6,"98.6","0.747","12.66",75998079.91,64379399.08,79512.9,"RS"
274,"Nova Boa Vista",4324,NA,56,14555,834,85,399,9600,4320,980,4312955,93.733,2042,21.79,"98.5","0.768","55.56",37555339.56,30813151.45,83964.24,"RS"
275,"Nova Bréscia",4623,NA,85,30510,1900,30,580,5400000,2400,NA,4313003,102.994,3044,29.56,"99.5","0.778","-",41570799.66,36784646.79,42195.23,"RS"
276,"Nova Candelária",10571,NA,74,82654,3695,15,129,11412,5641,302,4313011,97.579,3061,31.37,"97.9","0.759","-",43974048.63,33886763.31,85704.31,"RS"
277,"Nova Esperança do Sul",18398,13,388,406,184,NA,1383,5000,1790,150,4313037,191,4865,25.47,"100","0.735","20",43077545.32,34580869.74,31539.73,"RS"
278,"Nova Hartz",1309,4,163,482,60,17,263,5000,3650,NA,4313060,62.319,20088,322.34,"95.6","0.689","7.78",110320015.38,99840245.27,36379.38,"RS"
279,"Nova Pádua",1812,NA,58,173,16,34,242,652483,12000,500,4313086,102.643,2343,22.83,"100","0.761","52.63",34613037.73,28470516.24,39098.98,"RS"
280,"Nova Palma",17023,20,287,1093,135,27,2680,14380,9120,45,4313102,314.613,5586,17.76,"97.9","0.744","20.83",47311666.39,36271400.65,58703.35,"RS"
281,"Nova Petrópolis",7056,10,263,4710,654,67,1274,678936,75439,NA,4313201,290.164,23300,80.3,"98.8","0.78","8.16",146244813.5,140347046.9,44789.05,"RS"
282,"Nova Prata",9216,NA,439,12602,683,32,1692,911700,503819,NA,4313300,259.941,25692,98.84,"99.3","0.766","10.27",160548390.5,174288186.2,61740.72,"RS"
283,"Nova Ramada",6580,NA,229,3950,74,19,472,9000,3500,NA,4313334,255.264,2163,8.47,"98.6","0.742","-",37004827.17,30697391.76,138805.04,"RS"
284,"Nova Roma do Sul",7618,NA,157,16856,36,6,414,963240,1100,NA,4313359,149.767,3466,23.14,"98.2","0.741","-",48314590.68,39211326.87,45232.13,"RS"
285,"Nova Santa Rita",9949,43,1102,2636,315,28,1256,8850,4800,170,4313375,218.153,29024,133.04,"97.5","0.718","7.85",239216447.72,266211833.5,81606.01,"RS"
286,"Novo Barreiro",3825,NA,60,20050,825,20,330,11530,4600,NA,4313490,123.344,4272,34.63,"99.2","0.706","-",41184672.93,32901932.85,32305.57,"RS"
287,"Novo Cabrais",5091,NA,133,646,83,10,450,7090,3545,NA,4313391,192.998,3568,18.49,"98.8","0.688","-",36199354.05,29615376.77,31363.74,"RS"
288,"Novo Hamburgo",8250,10,2550,500,55,216,3000,28200,13500,2300,4313409,222.536,227646,1022.96,"97","0.747","11.72",1407280940.44,1486739714,40589.43,"RS"
289,"Novo Machado",5881,NA,54,30579,152,NA,104,14652,7984,168,4313425,218.836,3198,14.61,"97.6","0.663","-",38848972.4,29234733.93,58399.67,"RS"
290,"Novo Tiradentes",3944,13,25,30008,602,41,198,9451,4025,NA,4313441,75.428,2146,28.45,"98.8","0.676","-",36480051.21,28107595.9,34137.89,"RS"
291,"Novo Xingu",3352,NA,34,32653,315,2,213,11500,3200,60,4313466,79.851,1646,20.61,"99.5","0.767","-",27394142.34,24407984.71,44007.49,"RS"
292,"Osório",294213,1757,14061,4366,970,576,33629,98626,65392,3518,4313508,663.878,47396,71.39,"97.1","0.751","7.26",361858213.97,320369912.3,38855.58,"RS"
293,"Paim Filho",8721,NA,106,27182,2669,15,1013,109000,10000,NA,4313607,182.115,3629,19.93,"98.7","0.706","-",35821185.57,29404767.97,44932.84,"RS"
