"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
561,"São Paulo",580,NA,50,2540,105,105,NA,2390,710,NA,3550308,1521.202,11451999,7528.26,96,0.805,"10.88",93231985324.05,106829213741,66872.84,"SP"
562,"São Pedro",35205,447,975,277,31,219,855,1795700,9900,399,3550407,611.278,38256,62.58,94.8,0.755,"14.67",224020058.12,220906951.5,24418.31,"SP"
563,"São Pedro do Turvo",30800,NA,350,500,65,54,270,18500,7000,NA,3550506,731.221,7217,9.87,97.4,0.703,"22.47",61693894.35,59927011.5,30342.39,"SP"
564,"São Roque",2200,34,1380,265,NA,191,894,NA,NA,NA,3550605,306.908,79484,258.98,97.6,0.768,"4.42",541012648.09,546559210.9,37074.85,"SP"
565,"São Sebastião",31,NA,11,NA,NA,5,16,NA,NA,NA,3550704,402.395,81595,202.77,98.2,0.772,"11.7",2361066697.62,1885084091,174696.31,"SP"
566,"São Sebastião da Grama",16100,13,500,21000,1200,230,140,15000,1000,NA,3550803,252.41,10441,41.37,98.3,0.701,"10.53",58429251.66,57346964.24,35304.59,"SP"
567,"São Simão",8800,NA,620,500,100,100,550,210000,20000,NA,3550902,617.252,13442,21.78,99.8,0.766,"-",97180688.66,92021811.32,32456.75,"SP"
568,"São Vicente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3551009,148.151,329911,2226.86,96.7,0.768,"12.87",1490770864.27,1666649320,16506.51,"SP"
569,"Sarapuí",16961,5523,451,230,28,97,525,597323,5905,NA,3551108,352.592,10369,29.41,99,0.707,"18.18",60878859.6,57998455.19,19433.04,"SP"
570,"Sarutaiá",3843,NA,240,800,130,33,5,31000,11450,NA,3551207,141.608,3704,26.16,98.7,0.688,"20.41",35472666.08,31585674.93,26651.32,"SP"
571,"Sebastianópolis do Sul",10058,NA,120,200,50,15,140,6e+05,1000,NA,3551306,167.848,3130,18.65,99,0.773,"-",57856181.81,53682530.47,116133.14,"SP"
572,"Serra Azul",2400,40,100,140,25,20,100,154000,42000,300,3551405,283.144,12746,45.02,96.9,0.686,"-",60517051.35,58513382.13,12785.98,"SP"
573,"Serra Negra",9937,87,405,600,81,36,250,197000,26000,NA,3551603,203.734,29894,146.73,97.8,0.767,"7.91",192470714.54,180211139.7,28485.03,"SP"
574,"Serrana",1550,NA,120,20,5,15,30,NA,NA,NA,3551504,126.046,43909,348.36,97.5,0.729,"11.07",230098765.61,220866402.1,29221.73,"SP"
575,"Sertãozinho",11467,NA,346,605,141,109,848,1600,1520,NA,3551702,403.089,126887,314.79,98.5,0.761,"8.35",816627628.22,780495570.8,55352.42,"SP"
576,"Sete Barras",7000,5400,120,500,50,200,NA,5500,5000,NA,3551801,1062.699,12730,11.98,96.1,0.673,"13.89",76356319.74,74153716.1,29783.21,"SP"
577,"Severínia",1750,NA,360,80,30,NA,NA,1900,650,NA,3551900,140.46,14576,103.77,96,0.715,"6.8",98209959.56,89748336.6,15258.78,"SP"
578,"Silveiras",21500,NA,615,700,120,112,290,2600,850,NA,3552007,414.782,6186,14.91,98.2,0.678,"14.08",48894283.01,48663499.8,14518.99,"SP"
579,"Socorro",43000,200,1100,7000,700,NA,3500,1e+06,60000,NA,3552106,449.029,40122,89.35,97.7,0.729,"7.35",199139714.12,185217618.8,26870.22,"SP"
580,"Sorocaba",123781,7169,14985,346912,32784,1415,5585,8108362,1922641,211715,3552205,449.872,723682,1608.64,98.1,0.798,"10.44",4538071956.92,4415422994,64046.61,"SP"
