"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
315,"Presidente Jânio Quadros",25793,NA,1586,6090,655,2178,1793,44745,9396,NA,2925709,1208.549,12621,10.44,97,0.542,"41.32",58369939.57,56092151.4,8347.41,"BA"
316,"Presidente Tancredo Neves",5933,6,362,2497,225,52,501,36006,4321,NA,2925758,441.82,27734,62.77,97.5,0.559,"10.55",129614633.37,125720598.7,11967.89,"BA"
317,"Queimadas",52380,NA,898,1548,352,11589,22568,31589,20548,NA,2925808,2011.06,25988,12.92,98,0.592,"19.61",109906114.09,104068634.7,10141.66,"BA"
318,"Quijingue",31859,35,726,2100,364,20621,31418,37573,30131,NA,2925907,1380.798,25272,18.3,98.4,0.544,"19.42",114923548.76,118717165.9,8232.09,"BA"
319,"Quixabeira",11571,NA,608,960,125,1315,5937,16482,3626,NA,2925931,366.387,9461,25.82,98.6,0.578,"24.69",70251374.37,72706651.53,8623.21,"BA"
320,"Rafael Jambeiro",37098,NA,1177,1937,388,8980,10689,33027,11559,NA,2925956,1090.552,19662,18.03,96.3,0.564,"-",97711291.8,90183031.22,17496.89,"BA"
321,"Remanso",29673,NA,3616,11765,1975,225421,378300,72916,14472,NA,2926004,4573.505,40586,8.87,96.3,0.579,"13.06",166188480.79,158280978.6,11780.33,"BA"
322,"Retirolândia",5491,NA,331,1945,325,15200,31568,21547,11368,80,2926103,242.329,13651,56.33,98.5,0.636,"9.95",68142134.79,61975221.74,10276.38,"BA"
323,"Riachão das Neves",123896,72,2857,3088,583,1234,6736,66974,12055,NA,2926202,5977.931,21642,3.62,95,0.578,"22.81",155144152.45,144196351.2,68947.75,"BA"
324,"Riachão do Jacuípe",52579,65,1784,4317,530,5827,26844,38985,16472,NA,2926301,1155.418,33386,28.9,98.3,0.628,"10.18",115851805.54,109278974.5,12249.9,"BA"
325,"Riacho de Santana",103209,15,1693,9132,2500,1219,3581,102992,41195,NA,2926400,3183.911,30711,9.65,96.8,0.615,"3.44",118169474.43,117662462.8,8884.2,"BA"
326,"Ribeira do Amparo",19149,NA,1473,950,175,640,6613,29857,11726,NA,2926509,644.229,13841,21.48,98.8,0.512,"13.61",75151986.15,73630351.25,13146.19,"BA"
327,"Ribeira do Pombal",374971,9,18246,36014,4123,20102,160516,839774,403095,35110,2926608,1252.144,54010,43.13,96.6,0.601,"18.59",220207324.24,211544439.2,13246.03,"BA"
328,"Ribeirão do Largo",73204,366,2939,1645,236,271,697,25381,7033,NA,2926657,1363.7,9740,7.14,97.7,0.54,"9.52",53079191.46,48967414.7,22675.04,"BA"
329,"Rio de Contas",9131,NA,88,1656,239,165,162,10507,2837,NA,2926707,1115.252,13184,11.82,97.9,0.605,"25.42",54080189.14,58654480.12,12108.56,"BA"
330,"Rio do Antônio",20944,NA,1056,5475,1645,1015,625,45295,16650,NA,2926806,777.903,13146,16.9,96.5,0.576,"21.28",65742450.39,70324381.36,7454.11,"BA"
331,"Rio do Pires",10289,NA,437,2495,450,906,1332,14672,5429,NA,2926905,656.223,10497,16,97.2,0.594,"42.25",47782220.55,45266905.42,8603.79,"BA"
332,"Rio Real",38480,2,1721,1115,120,76,2437,20905,5323,NA,2927002,739.775,35362,47.8,97.5,0.572,"20.55",151795763.7,155952829.6,25033,"BA"
333,"Rodelas",1647,NA,223,349,42,22091,14616,1192,394,NA,2927101,2207.159,10308,4.67,96.5,0.632,"19.87",58480017.15,53216948.37,15034.87,"BA"
334,"Ruy Barbosa",62039,13,3659,4672,606,1245,4082,45606,6095,NA,2927200,1991.772,28282,14.2,97.9,0.61,"11.66",124183701.86,139733704.3,12712.32,"BA"
335,"Salinas da Margarida",171,NA,65,83,12,35,16,1281,115,NA,2927309,150.569,14987,99.54,97.9,0.617,"28.41",95275418.77,84922324.71,12550.18,"BA"
336,"Salvador",24982,144,2605,13653,2042,1936,5318,69525,21037,17315,2927408,693.442,2417678,3486.49,95.9,0.759,"17.15",11001277475.87,10933634803,21706.06,"BA"
337,"Santa Bárbara",14954,12,1771,1305,110,4515,11771,155006,12400,NA,2927507,347.021,20952,60.38,99,0.583,"26.46",91787637.78,91641240.09,8610.77,"BA"
338,"Santa Brígida",24983,NA,1297,2230,225,3221,15135,28195,8395,NA,2927606,934.461,14965,16.01,97.2,0.546,"19.9",73471050.16,64584534.89,8574.39,"BA"
339,"Santa Cruz Cabrália",19355,2,1032,899,171,446,381,15411,5548,NA,2927705,1462.942,29185,19.95,96.4,0.654,"13.92",160096213.94,151455390.7,19546.74,"BA"
340,"Santa Cruz da Vitória",26644,11,932,199,21,53,312,5876,2057,NA,2927804,284.083,4681,16.48,92,0.61,"15.63",31808592.91,29431295.33,11405.46,"BA"
