"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
73,"Lajes",6713,NA,1000,3829,553,21578,11901,11318,6318,NA,2406700,676.625,9866,14.58,99,0.624,"-",80764518.07,86110170.89,14542.47,"RN"
74,"Lajes Pintadas",2917,NA,320,1575,787,850,1400,12800,4750,NA,2406809,130.211,4787,36.76,95.9,0.625,"-",38745038.67,36338481.69,10821.07,"RN"
75,"Lucrécia",2130,NA,85,1000,350,300,1500,4130,1520,NA,2406908,30.931,3490,112.83,99.5,0.646,"52.63",28575234.81,27387514.31,12709.13,"RN"
76,"Luís Gomes",1090,NA,85,1700,430,1200,650,6950,1770,NA,2407005,166.638,9070,54.43,99.4,0.608,"9.62",48641134.71,46371081.82,8631.64,"RN"
77,"Macaíba",88282,195,16933,48095,7380,10157,10748,1849107,1488062,22740,2407104,510.092,82249,161.24,97.6,0.64,"11.25",351960323.31,307462436.5,22071.67,"RN"
78,"Macau",7369,NA,1113,1722,715,4139,9240,14319,9750,NA,2407203,775.302,27369,35.3,97.7,0.665,"16.13",165140181.36,164882108.8,34442.75,"RN"
79,"Major Sales",2420,NA,80,500,150,400,600,4000,1248,NA,2407252,31.971,3924,122.74,99.5,0.617,"-",32961234.61,31104738.47,11702.61,"RN"
80,"Marcelino Vieira",6740,NA,325,1830,255,1400,3350,61800,48500,NA,2407302,345.711,7896,22.84,97.3,0.609,"12.99",33720855.81,30576632.45,9956.78,"RN"
81,"Martins",1420,NA,186,1090,690,530,470,7500,5200,NA,2407401,169.464,8179,48.26,98.9,0.622,"12.82",37919922.85,33453694.71,12308.92,"RN"
82,"Maxaranguape",950,NA,93,450,120,44,442,5000,4000,NA,2407500,132.129,10255,77.61,98,0.608,"8.7",58624881.24,53837660.9,10609.91,"RN"
83,"Messias Targino",8300,NA,430,1070,300,3600,17500,6000,4000,NA,2407609,142.608,4274,29.97,97,0.644,"-",33931481.39,31932679.34,11903.59,"RN"
84,"Montanhas",7300,14,410,1600,300,1200,1900,8500,5000,NA,2407708,82.214,11444,139.2,94.6,0.557,"12.42",49929122.48,47000534.45,11667.96,"RN"
85,"Monte Alegre",13415,NA,1931,6461,1292,1201,2787,158170,84085,50000,2407807,211.259,23031,109.02,98.6,0.609,"7.19",112646623.76,110158736.9,11959.45,"RN"
86,"Monte das Gameleiras",900,NA,350,360,120,360,1150,8000,3500,NA,2407906,71.946,2276,31.63,98.2,0.598,"71.43",24743909.05,24801483.38,15689.24,"RN"
87,"Mossoró",35510,NA,3745,31328,7365,52328,40593,2034280,1620046,39000,2408003,2099.334,264577,126.03,97.7,0.72,"9.42",1161427984.97,1164464186,26570.03,"RN"
88,"Natal",3336,50,859,4525,1045,1456,344,591159,575259,3650,2408102,167.401,751300,4488.03,96.3,0.763,"10.79",3975590995.2,4217776934,26972.28,"RN"
89,"Nísia Floresta",13500,93,595,5300,1070,500,2000,127791,90000,NA,2408201,307.719,31942,103.8,97.6,0.622,"11.02",136855021.2,130531196.3,16794.8,"RN"
90,"Nova Cruz",26000,NA,2000,3200,450,1580,3900,17000,12000,NA,2408300,277.658,34269,123.42,98.2,0.629,"7.44",135232949.46,126651447.5,14925.2,"RN"
91,"Olho d'Água do Borges",5000,NA,300,2700,1100,1550,6000,14500,7000,NA,2408409,141.17,3905,27.66,98.4,0.585,"-",30481853.83,27001125.05,11234.48,"RN"
92,"Ouro Branco",8300,NA,300,3000,600,4000,12000,25000,17500,NA,2408508,253.21,4913,19.4,96.9,0.645,"19.61",33371472.51,29631215.61,12820.35,"RN"
93,"Paraná",2500,NA,110,800,195,250,300,4700,1300,NA,2408607,81.39,3934,48.34,98.9,0.589,"-",28977049.18,27145714.14,10221.39,"RN"
94,"Paraú",6203,NA,750,910,282,1900,9750,7800,2050,NA,2408706,383.214,3579,9.34,98.4,0.603,"-",26800984.36,23937110.49,14806.41,"RN"
95,"Parazinho",3951,NA,243,415,215,900,845,4008,2805,NA,2408805,231.007,4801,20.78,98.7,0.549,"12.2",64350692.15,48434825.6,114234.25,"RN"
