"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
115,"Santa Rita do Trivelato",43830,NA,599,26793,896,51,3797,7181,601,60,5107768,4747.042,3276,0.69,97.3,0.735,"-",78933102.31,69565991.03,343161.27,"MT"
116,"Santa Terezinha",268801,118,3031,1762,412,234,1967,17042,7800,NA,5107776,6466.223,7596,1.17,95.4,0.609,"29.41",58385545.22,58089038.94,35169.16,"MT"
117,"Santo Afonso",152173,10,1824,1308,297,58,800,300731,171100,NA,5107263,1166.382,2519,2.16,94.2,0.689,"-",44920703.49,39650453.56,51063.2,"MT"
118,"Santo Antônio de Leverger",593385,1157,9379,7815,472,571,5909,38864,10550,373,5107800,9469.139,15246,1.61,96.4,0.656,"8.62",81448453.86,78831178.37,47655.17,"MT"
119,"Santo Antônio do Leste",53538,NA,532,1139,45,109,1377,2808,2208,40,5107792,3403.593,4099,1.2,85.3,0.655,"-",64877478.8,59488509.64,186843.37,"MT"
120,"São Félix do Araguaia",313069,404,4253,5828,621,411,2051,33912,14015,NA,5107859,16682.473,13621,0.82,95.6,0.668,"7.25",158974205.82,139772052,135991.34,"MT"
121,"São José do Povo",94910,32,1846,1364,435,64,895,15491,5398,81,5107297,489.737,2875,5.87,96.6,0.661,"58.82",34836619.75,28999175.63,14374.39,"MT"
122,"São José do Rio Claro",156209,NA,2487,2318,553,54,3806,160410,18693,NA,5107305,4525.304,14911,3.3,95.9,0.682,"4.33",133523980.01,118001902.6,68644.21,"MT"
123,"São José do Xingu",208605,NA,2199,1887,530,325,2424,8786,4600,NA,5107354,7465.563,5964,0.8,93.7,0.657,"31.75",72307909.6,60065228.25,165549.74,"MT"
124,"São José dos Quatro Marcos",257293,251,2645,4290,495,127,2190,37521,25756,21,5107107,1282.763,17849,13.91,98.5,0.719,"19.7",87141117.19,86448410.65,23873.07,"MT"
125,"São Pedro da Cipa",38612,NA,370,215,15,23,111,2692,1680,NA,5107404,344.33,4191,12.17,97.5,0.66,"-",39367110.61,33300005.42,14366.2,"MT"
126,"Sapezal",162359,NA,1046,1682,320,613,5432,14684,8773,NA,5107875,13614.552,28944,2.13,98.1,0.732,"19.61",292404251.82,287315489.6,253910.54,"MT"
127,"Serra Nova Dourada",133041,6,1624,2567,241,192,949,18714,4327,NA,5107883,1490.793,1800,1.21,97.4,0.664,"-",30674135.21,29858838.92,43686.5,"MT"
128,"Sinop",682482,191,9134,235838,23651,1176,25776,1668954,815050,3779,5107909,3990.87,196312,49.19,98,0.754,"14.1",1147418260.38,1036373259,64607.12,"MT"
129,"Sorriso",101402,11,1703,206601,15631,1030,12202,4231349,547701,122,5107925,9293.629,110635,11.9,96.5,0.744,"11.48",850584557.11,832686228.5,131899.11,"MT"
130,"Tabaporã",120197,175,2039,4820,1628,163,2655,29400,27370,NA,5107941,8439.05,9818,1.16,98.7,0.695,"16.22",110767026.63,101614979.2,141052.69,"MT"
