"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
16,"Antonina",301,777,126,233,40,27,122,5618,5056,NA,4101200,891.582,18091,20.29,97.6,0.687,"-",132839332.3,121095621.8,37048.49,"PR"
17,"Antônio Olinto",3667,NA,616,2000,200,102,1600,25000,20000,NA,4101309,469.62,7018,14.94,98.6,0.656,"-",44936514.59,41324262.18,31445.78,"PR"
18,"Apucarana",83598,243,3869,19304,2540,1065,5697,17356766,1397652,395000,4101408,556.99,130134,233.64,97.8,0.748,"13.82",601344879.13,549055470.4,28189.54,"PR"
19,"Arapongas",5009,NA,585,8834,945,253,1130,5530000,1291887,80000,4101507,382.215,119138,311.7,97.3,0.748,"4.61",673729889.87,544208248.2,39149.76,"PR"
20,"Arapoti",48829,102,950,141912,10359,110,2174,143223,4912,NA,4101606,1358.176,25777,18.98,97.7,0.723,"13.62",196137764.4,170719640,50824.66,"PR"
21,"Arapuã",18624,3,336,992,100,77,221,32324,5000,NA,4101655,217.371,3527,16.23,97.1,0.676,"21.28",38679814.57,30829812.33,51561.44,"PR"
22,"Araruna",18367,NA,438,693,80,47,778,2200000,2400,NA,4101705,493.191,14485,29.37,99.1,0.704,"26.46",87394811.75,72686581.27,39018.11,"PR"
23,"Araucária",4820,212,1503,12682,1395,293,1741,492300,262324,NA,4101804,469.24,151666,323.22,97.4,0.74,"8.2",1953563420.6,1625304742,170125.52,"PR"
24,"Ariranha do Ivaí",8189,49,234,291,55,30,337,12500,1500,NA,4101853,234.076,2329,9.95,99.4,0.67,"38.46",36936098.57,29115337.11,63664.72,"PR"
25,"Assaí",72826,139,2230,2529,396,162,2602,988710,44650,328,4101903,440.347,13797,31.33,98,0.728,"6.62",76026353.68,60797441.88,36478.15,"PR"
26,"Assis Chateaubriand",7418,NA,168,41355,5482,245,661,8652724,30990,160,4102000,980.727,36808,37.53,98.6,0.729,"9.03",216579291.66,196172972.6,49040.24,"PR"
27,"Astorga",299484,58,8423,19573,2887,1240,13387,36064100,1187668,NA,4102109,434.792,25475,58.59,97.4,0.747,"15.67",157424552.33,144634091.9,33567.88,"PR"
28,"Atalaia",6002,NA,205,700,70,110,375,665000,12140,NA,4102208,137.663,3980,28.91,99.6,0.736,"58.82",47041193.33,38683942.19,45806.54,"PR"
29,"Balsa Nova",8320,26,1972,212,42,69,2362,54567,12735,NA,4102307,348.926,13395,38.39,87.4,0.696,"24.24",84282386.83,74995728.7,69966.95,"PR"
30,"Bandeirantes",10968,NA,442,434,79,42,647,571600,65000,NA,4102406,445.192,31273,70.25,97.8,0.727,"13.19",159561521.94,141389472.6,33274.08,"PR"
31,"Barbosa Ferraz",46984,NA,912,1866,95,42,810,380500,2990,NA,4102505,538.636,10795,20.04,98.2,0.696,"26.32",68857516.39,61716054.01,26524.95,"PR"
32,"Barra do Jacaré",4115,44,88,2227,243,79,197,2782100,9210,NA,4102703,115.855,2814,24.29,98.7,0.744,"-",36139452.38,30509305.11,53994.67,"PR"
33,"Barracão",12980,NA,330,3386,605,43,1556,394000,120000,1300,4102604,161.213,9759,60.53,95.3,0.706,"-",67490002.53,59403039.42,25538.63,"PR"
34,"Bela Vista da Caroba",12484,15,135,1569,180,35,183,232670,44070,180,4102752,148.107,4031,27.22,99.5,0.681,"21.28",33368063.84,29759689.44,31414.33,"PR"
35,"Bela Vista do Paraíso",4480,12,144,432,40,8,361,330000,2200,NA,4102802,242.689,14833,61.12,97.3,0.716,"6.45",107287796.28,94399536.58,34014.05,"PR"
36,"Bituruna",17900,100,1020,3100,420,750,5200,61000,18000,1550,4102901,1234.946,15533,12.58,98.2,0.667,"11.76",170732792.54,121441585,33658.71,"PR"
37,"Boa Esperança",3043,NA,119,247,40,4,183,73750,1050,NA,4103008,302.739,4558,15.06,99,0.72,"47.62",55334271.81,45358447.41,71587.36,"PR"
38,"Boa Esperança do Iguaçu",11820,1,89,1320,214,183,862,1026000,235000,110,4103024,151.797,2455,16.17,98.3,0.7,"-",39560681.89,37077907.86,58521.93,"PR"
39,"Boa Ventura de São Roque",26910,4,615,1500,350,310,1050,34500,7200,420,4103040,620.453,6378,10.28,97.5,0.655,"14.71",72276502.66,59704617.43,56993.31,"PR"
40,"Boa Vista da Aparecida",26907,NA,338,862,161,40,798,684105,3098,1000,4103057,266.175,7924,29.77,99.2,0.67,"-",69015033.59,55446895.89,24632.62,"PR"
41,"Bocaiúva do Sul",3980,571,572,433,53,138,1135,12100,8900,314,4103107,825.665,13299,16.11,95.1,0.64,"23.67",66104755.25,62351244.33,21066.48,"PR"
42,"Bom Jesus do Sul",17523,NA,328,2000,303,52,1316,396000,35500,200,4103156,176.129,3980,22.6,99.4,0.697,"97.56",43439792.02,32427213.03,33318.79,"PR"
43,"Bom Sucesso",18063,10,499,2690,556,80,650,983393,56600,NA,4103206,322.755,6581,20.39,95.5,0.686,"14.71",54036265.93,50544365.34,22143.17,"PR"
44,"Bom Sucesso do Sul",2567,NA,70,2602,1015,45,298,967210,232452,490,4103222,195.931,3202,16.34,98.3,0.742,"25",47339237.11,36884047.54,92499.86,"PR"
45,"Borrazópolis",16140,NA,174,101,25,NA,210,387881,25000,NA,4103305,334.378,7735,23.13,99,0.717,"-",50125118.8,49538094.99,39060.72,"PR"
46,"Braganey",19667,47,360,772,120,38,1526,486640,6500,90,4103354,343.321,4854,14.14,98,0.701,"-",44478531.18,35867495.62,45249.28,"PR"
47,"Brasilândia do Sul",3342,31,86,305,49,47,457,2189,379,NA,4103370,291.036,3708,12.74,97.8,0.681,"23.26",44896009.2,36032895.6,109465.23,"PR"
48,"Cafeara",11713,NA,380,490,65,17,330,1040000,1100,NA,4103404,185.8,2627,14.14,99.5,0.693,"-",35295969.05,31138479.1,38364.98,"PR"
49,"Cafelândia",3946,NA,76,67823,4778,240,1153,5785031,79575,320,4103453,274.904,18997,69.1,98,0.748,"11.45",153557010.27,131069967.8,103778.69,"PR"
50,"Cafezal do Sul",29511,NA,420,620,155,50,566,1263087,47000,NA,4103479,335.392,4473,13.34,98.4,0.692,"20",46802973.03,38483894.17,37483.08,"PR"
51,"Califórnia",6439,9,290,950,215,25,245,408639,1150,NA,4103503,141.817,8710,61.42,97.2,0.722,"10.2",50020795.13,37951783.55,29304.69,"PR"
52,"Cambará",4392,77,145,267,55,30,303,1171180,6160,NA,4103602,366.153,23212,63.39,97.3,0.721,"4.24",136733523.33,117139154,32034.21,"PR"
53,"Cambé",2369,NA,720,3620,280,55,790,680300,4520,NA,4103701,495.375,107208,216.42,97.5,0.734,"7.93",521656680.79,467021841.4,46520.49,"PR"
54,"Cambira",7901,78,330,1480,133,110,770,1177239,2900,NA,4103800,164.786,9460,57.41,97.5,0.725,"9.09",55553853.38,44122039.05,35173.74,"PR"
55,"Campina da Lagoa",62422,30,1158,10270,1960,78,1083,1170000,2980,NA,4103909,796.614,15723,19.74,97.3,0.704,"14.56",96487130.54,79010296.34,41647.39,"PR"
56,"Campina do Simão",10170,1,800,1200,80,250,2700,25000,7500,NA,4103958,448.424,3936,8.78,98.4,0.63,"14.29",54626976.84,39440041.6,39254.11,"PR"
57,"Campina Grande do Sul",3140,875,845,328,97,312,867,17840,12660,NA,4104006,539.245,47825,88.69,98,0.718,"12.95",292971859.96,250224675.6,49376.42,"PR"
58,"Campo Bonito",19317,6,306,2500,315,35,601,513632,6500,250,4104055,433.832,4027,9.28,97.4,0.681,"-",47412888.26,40498855.39,60821.41,"PR"
59,"Campo do Tenente",3531,NA,350,390,50,95,770,540000,37000,750,4104105,304.488,7508,24.66,98.7,0.686,"-",41469791.56,39700821.67,32185.94,"PR"
60,"Campo Largo",10750,1245,1893,5678,1242,153,3050,94570,42350,NA,4104204,1243.551,136327,109.63,97.7,0.745,"8.35",681362213.46,638471265.7,42257.57,"PR"
61,"Campo Magro",2518,40,507,487,189,98,650,258700,207456,NA,4104253,275.352,30160,109.53,96.1,0.701,"14.71",145918254.12,132409390,17964.99,"PR"
62,"Campo Mourão",268748,165,6094,42424,4044,2057,11067,18677377,381269,350,4104303,749.637,99432,132.64,98.2,0.757,"10.08",662254919.75,654494624.3,53562.73,"PR"
63,"Cândido de Abreu",90827,675,2478,4400,460,450,5500,305000,15800,NA,4104402,1510.16,15244,10.09,98.1,0.629,"5.52",89140622.47,80201936.88,28869.34,"PR"
64,"Candói",81030,2,1890,7840,844,620,4200,77500,23793,NA,4104428,1512.786,14973,9.9,93.8,0.635,"15.38",122170161.84,101912613.2,52715.43,"PR"
65,"Cantagalo",33580,50,660,5900,610,510,1850,59900,37500,NA,4104451,583.304,10933,18.74,96,0.635,"11.3",67033603.6,63685040.87,25184.85,"PR"
66,"Capanema",148711,191,1794,91681,9396,705,6910,19127312,938457,5368,4104501,419.036,20481,48.88,98.2,0.706,"3.66",125500812.09,112878979.7,57726.48,"PR"
67,"Capitão Leônidas Marques",22269,18,269,4731,368,148,1189,1699780,2400,1175,4104600,280.063,14648,52.3,98.2,0.716,"9.57",94872118.7,88781239.32,79030.78,"PR"
68,"Carambeí",56715,23,438,85164,12457,40,1227,2002278,745172,NA,4104659,649.68,23283,35.84,98.2,0.728,"5.81",181002531.27,158806215,65176.2,"PR"
69,"Carlópolis",31180,18,665,7878,983,96,741,510000,22150,NA,4104709,451.418,16905,37.45,98.1,0.713,"20.92",62570765.07,45326035.87,31871.53,"PR"
70,"Cascavel",494066,360,9469,490475,29428,1652,26470,39679050,2073964,26399,4104808,2091.199,348051,166.44,98.1,0.782,"7.39",1922352184.05,1847768082,46976.49,"PR"
71,"Castro",142758,3364,2165,255312,38500,376,12925,4439307,32000,43821,4104907,2531.503,73075,28.87,97.2,0.703,"10.28",431920688.18,388821771.1,50347.9,"PR"
72,"Catanduvas",36436,9,611,38948,3690,18,789,783400,7600,590,4105003,580.421,10446,18,97.8,0.678,"8.62",73796918.29,61557217.24,35091.66,"PR"
73,"Centenário do Sul",13847,NA,398,1250,125,52,600,504000,94423,NA,4105102,371.834,10832,29.13,97.9,0.668,"28.57",53262990.59,48828521.91,40960.07,"PR"
74,"Cerro Azul",56066,10970,2872,17293,2927,648,882,170769,87618,NA,4105201,1341.189,16134,12.03,92.9,0.573,"-",93257518.67,88585252.47,22652.48,"PR"
75,"Céu Azul",15923,6,269,17731,1389,139,1382,3999558,345000,280,4105300,1179.449,11087,9.4,98.4,0.732,"9.71",89916060.33,81215412.58,79412.65,"PR"
76,"Chopinzinho",50414,28,543,29530,9352,267,1190,3973611,11396,473,4105409,959.692,21085,21.97,98.1,0.74,"10.07",169803221.32,142004597,47651.2,"PR"
77,"Cianorte",247282,120,4376,7998,1072,393,7316,31100000,412188,900,4105508,811.666,79527,97.98,98.2,0.755,"5.15",501252665.51,505423433.4,35771.57,"PR"
78,"Cidade Gaúcha",36096,NA,445,550,55,13,894,1e+06,1050,NA,4105607,403.045,11467,28.45,98.5,0.718,"17.24",64834991.41,58024462.14,33349.14,"PR"
79,"Clevelândia",13049,21,446,22186,4012,421,4192,84136,25047,252,4105706,703.638,15070,21.42,96,0.694,"4.26",100997068.03,87522383.33,51273.61,"PR"
80,"Colombo",777,4,924,1150,251,50,900,60000,19000,2600,4105805,197.58,232212,1175.28,96.6,0.733,"9.47",793788197.82,783965583,22842.86,"PR"
81,"Colorado",21739,NA,678,1000,120,60,1190,1303000,2900,NA,4105904,407.568,22896,56.18,98.1,0.73,"14.34",168514753.08,149335077.6,32809.41,"PR"
82,"Congonhinhas",26091,72,500,1000,200,70,350,320000,1800,NA,4106001,535.963,8320,15.52,98.7,0.668,"26.09",64112326.97,56856463.96,32108.39,"PR"
83,"Conselheiro Mairinck",20573,NA,318,1100,280,250,450,994000,3000,NA,4106100,204.705,3461,16.91,98.7,0.707,"-",33204438.82,26569963.95,39176.79,"PR"
84,"Contenda",2096,9,661,4230,460,67,779,133787,42684,NA,4106209,299.037,19128,63.97,99.6,0.681,"22.22",111328961.46,106886310,29222.03,"PR"
85,"Corbélia",10099,NA,218,15305,836,NA,1482,4377830,275000,450,4106308,529.137,17470,33.02,97.9,0.738,"8.55",129470433.75,114126998.4,62009.98,"PR"
86,"Cornélio Procópio",147156,178,4903,6531,1069,381,4709,4100102,255422,280,4106407,635.1,45206,71.18,98.7,0.759,"6.71",257496617.96,259500899.3,37882.76,"PR"
87,"Coronel Domingos Soares",47583,189,1539,4478,917,612,4438,497179,95896,123,4106456,1556.186,5649,3.63,95.9,0.6,"19.8",67942738.08,57163796.93,42947.64,"PR"
88,"Coronel Vivida",34616,29,356,6311,313,108,1530,1422302,117583,343,4106506,684.417,23331,34.09,97.5,0.723,"15.97",146983069.66,127557464.1,43433.82,"PR"
89,"Corumbataí do Sul",18095,1,223,158,30,11,153,315000,1250,NA,4106555,164.341,3760,22.88,97,0.638,"25.64",33376682.5,30727869.45,28866.17,"PR"
90,"Cruz Machado",11200,235,1420,10900,460,890,4300,132000,40000,800,4106803,1478.35,15978,10.81,96.9,0.664,"5.03",105426204.8,89871777.1,26907.14,"PR"
91,"Cruzeiro do Iguaçu",10572,70,153,16900,4061,26,623,1240000,189000,50,4106571,161.862,4133,25.53,98.4,0.709,"28.57",44508741.22,39228087.7,41898.39,"PR"
92,"Cruzeiro do Oeste",59684,6,1205,1900,225,325,3750,1165126,32500,NA,4106605,775.984,23831,30.71,97.7,0.717,"3.91",132333433.29,123073789.4,40998.59,"PR"
93,"Cruzeiro do Sul",12955,NA,415,745,64,24,480,1097939,667420,NA,4106704,259.103,4494,17.34,98.5,0.713,"-",42945801.68,41661099.76,46357.24,"PR"
94,"Cruzmaltina",11749,3,295,479,82,25,573,565604,34000,NA,4106852,312.299,2892,9.26,99.3,0.666,"-",38014025.27,32053839.03,52273.46,"PR"
95,"Curitiba",82238,9942,20711,40311,5861,3269,24428,3478914,810784,4474,4106902,434.892,1773718,4078.53,97.6,0.823,"8.59",11977392150.13,12878850988,49907.02,"PR"
96,"Curiúva",36544,710,741,2650,400,70,591,50000,3480,NA,4107009,576.263,13647,23.68,98.7,0.656,"-",85320027.37,78214436.97,18055.67,"PR"
97,"Diamante D'Oeste",28560,59,600,20834,1000,150,1120,671530,190987,550,4107157,309.11,4557,14.74,98.2,0.644,"-",31347998.44,33506969.46,24255.65,"PR"
98,"Diamante do Norte",21090,NA,460,866,48,38,720,427842,34711,NA,4107108,242.887,5142,21.17,97.2,0.723,"23.81",50428234.27,40208647.75,59944.36,"PR"
99,"Diamante do Sul",35500,200,666,4600,909,45,1122,31200,4600,NA,4107124,347.233,3171,9.13,99.4,0.608,"-",32418940.53,29084993.83,21926.22,"PR"
100,"Dois Vizinhos",28408,9,425,46630,8553,120,1561,9341000,604383,1100,4107207,418.648,44869,107.18,98.4,0.767,"17",310584036.45,265974382.2,48921.89,"PR"
101,"Douradina",48794,7,750,1500,100,75,1100,543433,1900,NA,4107256,420.604,9161,21.78,97.2,0.724,"10",59935519.7,51006627.36,93597.1,"PR"
102,"Doutor Camargo",1354,6,46,592,102,2,96,386000,3600,NA,4107306,118.279,6327,53.49,98.6,0.746,"-",41521065.32,40210252.54,33469.25,"PR"
103,"Doutor Ulysses",10127,1580,400,7950,1386,244,341,69269,21618,NA,4128633,777.482,5697,7.33,94.4,0.546,"-",39842388.62,34292330.78,17958.74,"PR"
104,"Enéas Marques",21882,27,145,67670,10222,69,537,2306000,164355,50,4107405,192.203,5999,31.21,99.3,0.752,"22.73",60435573.83,49749270.32,52715.48,"PR"
105,"Engenheiro Beltrão",6870,NA,131,5861,550,1,743,820000,1840,NA,4107504,467.47,12454,26.64,97.8,0.73,"58.82",79759845.66,76161344.46,40584.18,"PR"
106,"Entre Rios do Oeste",4777,NA,40,173849,18051,44,500,534733,9500,NA,4107538,120.967,4575,37.82,100,0.761,"13.51",79488428.27,64729873.67,67333.74,"PR"
107,"Esperança Nova",29985,NA,350,1500,290,30,320,637300,1380,NA,4107520,141.286,1849,13.09,98.5,0.689,"-",37654684.86,30654048.27,39954.49,"PR"
108,"Espigão Alto do Iguaçu",23500,NA,250,12900,8873,298,840,393900,35922,NA,4107546,326.44,4797,14.69,97.9,0.636,"-",51473378.64,43584121.21,40911,"PR"
109,"Farol",8186,25,159,409,55,70,619,330000,1800,NA,4107553,289.232,3039,10.51,97.1,0.715,"35.71",43072815.59,34927830.3,72035.16,"PR"
110,"Faxinal",114167,206,2727,6034,1035,238,3497,3524675,142693,NA,4107603,715.943,16389,22.89,96.3,0.687,"12.61",99935970.47,89554089.43,28779.4,"PR"
111,"Fazenda Rio Grande",719,NA,261,112,11,17,422,360000,34000,NA,4107652,116.678,148873,1275.93,95.8,0.72,"13.01",626603491.28,510841545.6,31927.39,"PR"
112,"Fênix",3303,2,84,307,35,21,119,295600,1550,NA,4107702,234.099,4492,19.19,99.1,0.716,"-",37846871.36,31847633.77,44967.52,"PR"
113,"Fernandes Pinheiro",5144,18,359,3107,595,149,806,980600,5470,NA,4107736,406.5,6255,15.39,96.5,0.645,"-",62893656.95,45263810.16,45649.28,"PR"
114,"Figueira",8309,660,143,1500,330,100,250,27000,1400,NA,4107751,129.769,8062,62.13,98.1,0.677,"36.14",44269066.9,34801642.42,21181.49,"PR"
115,"Flor da Serra do Sul",13870,NA,212,9100,1455,5,1064,865000,40000,200,4107850,255.721,4364,17.07,98.7,0.682,"29.85",58109932.93,43901548.02,39855.65,"PR"
116,"Floraí",8541,6,440,3209,496,156,1272,4813296,23295,NA,4107801,191.133,4792,25.07,97,0.745,"-",37486195.87,36226382.16,49000.9,"PR"
117,"Floresta",630,NA,34,277,41,17,416,132468,3900,NA,4107900,158.226,10458,66.1,98.8,0.736,"-",74756781.75,65024163.84,39148.52,"PR"
118,"Florestópolis",2637,NA,280,272,42,8,268,290150,77248,NA,4108007,246.853,11446,46.37,97.2,0.701,"8.33",66378647.28,54986514.23,38640.04,"PR"
119,"Flórida",7107,NA,210,450,45,30,360,68000,1000,NA,4108106,83.046,2652,31.93,96.3,0.732,"54.05",39175340.42,29719791.08,29746.95,"PR"
120,"Formosa do Oeste",11014,10,25,39547,6029,144,739,3556788,13525,NA,4108205,275.901,7635,27.67,96.4,0.723,"-",61340897.86,47273459.76,58437.29,"PR"
121,"Foz do Iguaçu",169710,53,3505,772679,56089,3006,19752,24680013,1707930,15155,4108304,609.192,285415,468.51,96.4,0.751,"14.18",1617301201.47,1605146827,73534.49,"PR"
122,"Foz do Jordão",5340,NA,265,680,96,90,1090,8900,2850,NA,4108452,235.382,4926,20.93,96.4,0.645,"26.67",52380047.81,39626525.78,41213.59,"PR"
123,"Francisco Alves",15645,3,250,2700,230,140,520,1034920,1600,NA,4108320,321.898,8116,25.21,98.6,0.669,"-",55979446.03,39402410.32,48899.41,"PR"
124,"Francisco Beltrão",385812,253,5487,346377,46386,2163,25258,41794528,4589434,10300,4108403,735.111,96666,131.5,98.8,0.774,"8.69",570243307.56,545186154.4,39597.05,"PR"
125,"General Carneiro",11500,32,260,550,66,350,1200,14100,5520,640,4108502,1071.183,11062,10.33,96.7,0.652,"11.83",74423860.19,67297495.82,32611.06,"PR"
126,"Godoy Moreira",11171,NA,212,344,74,2,149,184183,5500,NA,4108551,131.012,2977,22.72,100,0.675,"-",39212171.69,27937022.42,25416.43,"PR"
127,"Goioerê",255677,97,4949,27214,3990,600,6448,12714850,589080,NA,4108601,564.163,28437,50.41,97.4,0.731,"20.13",164111797.17,148852374.2,37392.3,"PR"
128,"Goioxim",34950,85,1150,3840,399,630,2100,54800,15895,NA,4108650,702.471,6566,9.35,98.1,0.641,"9.8",53703330.22,42290195.63,44184.49,"PR"
129,"Grandes Rios",42541,60,824,579,125,12,620,418709,4000,NA,4108700,314.198,5641,17.95,96.1,0.658,"-",42115932.56,35756855.07,32114.19,"PR"
130,"Guaíra",3515,496,96,1700,140,130,850,651143,437000,NA,4108809,563.742,32097,56.94,95.9,0.724,"11.31",247348091.96,222765728.5,34033.18,"PR"
131,"Guairaçá",45623,NA,793,1497,104,68,632,798732,1007,NA,4108908,493.94,6587,13.34,96.9,0.693,"10.1",52696128.49,46980450.77,41008.09,"PR"
132,"Guamiranga",7075,405,348,8070,815,291,698,18800,6715,NA,4108957,244.795,7856,32.09,97.5,0.669,"9.8",60308625.16,47837802.2,33226.19,"PR"
133,"Guapirama",20503,35,229,260,75,NA,105,1855300,4435,NA,4109005,189.1,4626,24.46,98.6,0.702,"14.08",35755722.94,36714652.64,46978.22,"PR"
134,"Guaporema",11869,NA,221,298,55,6,965,1e+06,1050,NA,4109104,201.15,2191,10.89,98.4,0.719,"38.46",33679918.61,30554157.18,34904.03,"PR"
135,"Guaraci",24171,NA,465,700,75,18,705,3300000,3900,NA,4109203,211.68,4748,22.43,99.3,0.698,"18.18",50479346.03,41708864.5,40288.15,"PR"
136,"Guaraniaçu",124200,42,2400,57500,4750,320,4872,1284500,13858,NA,4109302,1238.32,13735,11.09,96.9,0.677,"6.02",108967245.1,93774450.4,42780.95,"PR"
137,"Guarapuava",731120,1905,21309,251070,37920,11430,59338,2916892,659249,13000,4109401,3168.087,182093,57.48,97.1,0.731,"9.24",967823992.22,878174222.3,45219.68,"PR"
138,"Guaraqueçaba",490,1646,64,58,17,2,15,4000,3600,NA,4109500,2011.357,7430,3.69,95.3,0.587,"-",48937280.34,41682137.85,15643.19,"PR"
139,"Guaratuba",1615,8,79,220,66,21,64,4123,3711,NA,4109609,1326.67,42062,31.7,97.8,0.717,"11.67",282198578.53,252105586.5,25866.35,"PR"
140,"Honório Serpa",27972,5,340,5062,610,174,2014,116367,31367,NA,4109658,502.235,4941,9.84,99.1,0.683,"-",54294521.43,46677983.85,59356.44,"PR"
141,"Ibaiti",233102,2559,4402,36739,5880,1490,5174,6520000,50400,NA,4109708,898.221,28830,32.1,96.5,0.71,"5.46",168632000.37,134720776.9,27578.3,"PR"
142,"Ibema",9965,2,194,318,82,30,492,1e+06,1100,NA,4109757,145.446,6218,42.75,98,0.685,"-",40902205.67,37300155.47,28551.26,"PR"
143,"Ibiporã",6371,NA,324,667,63,207,506,350400,2750,NA,4109807,297.742,51603,173.31,96.8,0.726,"12.78",406930706.07,339753883.1,59501.61,"PR"
144,"Icaraíma",84545,80,953,1950,280,160,2550,116500,2750,NA,4109906,675.24,8991,13.32,97.8,0.666,"7.63",54257778.26,55346938,32253.35,"PR"
145,"Iguaraçu",6402,2,195,420,58,12,549,2483343,2600,NA,4110003,164.983,5338,32.35,98.3,0.758,"-",45897742.65,42465766.43,47491.38,"PR"
146,"Iguatu",4458,NA,129,242,25,NA,429,5e+05,1350,161,4110052,106.937,2144,20.05,96.7,0.703,"58.82",32940751.96,27737603.99,37319.79,"PR"
147,"Imbaú",4327,9,321,450,90,65,580,60260,46368,NA,4110078,330.734,14249,43.08,97.2,0.622,"15.71",66278296.35,59284940.75,20535.37,"PR"
148,"Imbituva",9200,178,1173,17100,2680,354,2604,815120,11780,NA,4110102,756.535,29924,39.55,95.9,0.66,"4.41",179665119.57,151175037.5,38757,"PR"
149,"Inácio Martins",8300,11,495,1230,96,69,780,28900,9300,NA,4110201,936.208,9670,10.33,94.5,0.6,"6.8",85295464.92,66410713.57,23903.16,"PR"
150,"Inajá",8258,NA,115,165,33,14,90,2200,800,NA,4110300,194.704,2536,13.02,98.6,0.705,"-",25664545.3,22363531.72,18680.84,"PR"
151,"Indianópolis",10452,NA,264,708,105,8,204,3500000,1200,NA,4110409,122.622,4448,36.27,100,0.724,"-",56131928.83,40774714.23,113474.61,"PR"
152,"Ipiranga",10048,215,614,48028,1830,154,3400,990456,2200,NA,4110508,900.721,14142,15.7,97.4,0.652,"38.67",108329646.97,86882270.89,40139.66,"PR"
153,"Iporã",43365,25,660,16000,2200,200,1320,3375721,1900,NA,4110607,647.894,15746,24.3,99.2,0.706,"12.12",111499028.11,113245505,43768.84,"PR"
154,"Iracema do Oeste",1463,NA,8,3238,279,NA,83,560210,60067,NA,4110656,81.538,2343,28.74,98.3,0.707,"-",32224557.76,26888804.54,87715.1,"PR"
155,"Irati",27520,275,3742,66342,8900,915,8048,458520,101220,NA,4110706,999.517,59250,59.28,98.5,0.726,"7.83",333931997.42,288983474.2,37212.5,"PR"
156,"Iretama",47996,7,1270,2750,220,125,1170,1468300,14500,NA,4110805,570.459,10684,18.73,98.7,0.665,"24.39",85479519.82,71150066.33,35316.65,"PR"
157,"Itaguajé",12656,4,420,920,95,82,600,8e+05,2000,NA,4110904,194.353,4481,23.06,98.9,0.707,"-",37609922.26,35200900.8,27517.51,"PR"
158,"Itaipulândia",5100,NA,116,145000,13400,108,1180,1351000,140000,855,4110953,330.846,11485,34.71,99.2,0.738,"19.61",223940856.06,188244552,45291.86,"PR"
159,"Itambaracá",2010,NA,97,465,98,9,115,60000,2500,NA,4111001,207.342,5908,28.49,99.5,0.694,"-",86044425.34,66644930.5,34321.07,"PR"
160,"Itambé",1814,NA,48,855,109,76,267,272992,845,NA,4111100,243.822,6111,25.06,99.2,0.746,"17.54",43404449.37,39109216.17,37372.99,"PR"
161,"Itapejara d'Oeste",7501,21,255,35709,6310,321,1116,3923611,231023,463,4111209,254.014,12344,48.6,100,0.731,"6.94",86792436.16,72857054.03,61623.39,"PR"
162,"Itaperuçu",3893,2863,770,1000,329,90,300,20000,8500,NA,4111258,322.991,31217,96.65,94.9,0.637,"18",125877834.08,109083153,21258.32,"PR"
163,"Itaúna do Sul",15010,NA,155,495,52,9,205,263014,950,NA,4111308,128.87,3572,27.72,93.6,0.656,"-",37573159.77,28784175.7,32503.7,"PR"
164,"Ivaí",17837,87,450,8120,910,738,1756,61300,10140,NA,4111407,607.848,13229,21.76,97.2,0.651,"-",79745999.55,73868091.96,35427.84,"PR"
165,"Ivaiporã",420497,1167,8607,25059,2896,1290,15540,4085371,240713,420,4111506,436.989,32720,74.88,98.3,0.73,"16.04",159523930.14,177316079.1,29727.09,"PR"
166,"Ivaté",25100,NA,410,1680,280,135,415,45000,2600,NA,4111555,410.156,6831,16.65,98.1,0.706,"14.29",51075405.2,45495344.25,24589.82,"PR"
167,"Ivatuba",97,NA,21,353,58,4,127,87600,4000,NA,4111605,96.661,2708,28.02,99.2,0.766,"-",39641936,29109168.11,43529.53,"PR"
168,"Jaboti",15010,8,230,11000,880,170,210,4e+05,4800,NA,4111704,139.277,5427,38.97,97.6,0.718,"-",45599248.68,39212191.2,30019.41,"PR"
169,"Jacarezinho",216736,328,4278,5166,908,290,3289,9637481,479550,2100,4111803,602.528,40375,67.01,98.1,0.743,"7.66",201000883.63,187914450.8,40697.5,"PR"
170,"Jaguapitã",26627,NA,870,595,93,68,1220,4430100,72836,NA,4111902,475.004,15122,31.84,98.9,0.715,"18.96",110034292.52,94804456.03,75709.97,"PR"
171,"Jaguariaíva",131490,650,4873,532793,30444,605,9747,5354232,327222,50,4112009,1453.066,35141,24.18,98,0.743,"12.12",204987308.97,194147865.7,50833.4,"PR"
172,"Jandaia do Sul",11217,53,325,760,83,75,777,1892060,2523,NA,4112108,187.6,21408,114.12,99.2,0.747,"8.06",108626716.94,102598435.9,37131.72,"PR"
173,"Janiópolis",18321,44,341,850,125,85,533,365000,98000,NA,4112207,335.65,5870,17.49,99,0.696,"-",52317271.59,47780576.55,48899.02,"PR"
174,"Japira",16063,30,222,3000,500,170,330,2100000,21000,NA,4112306,187.802,4972,26.47,98.3,0.696,"41.67",38903463.71,30902265.62,33157.3,"PR"
175,"Japurá",3845,NA,86,403,35,10,125,1950000,650,NA,4112405,165.185,9144,55.36,98.4,0.712,"36.14",69982817.53,60905741.93,33552.33,"PR"
