"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
40,"Cajazeiras do Piauí",4050,NA,238,3312,662,3075,4094,12263,3228,NA,2202075,514.106,3108,6.05,99.2,0.562,"-",34010725.46,29623414.57,9532.17,"PI"
41,"Cajueiro da Praia",1050,NA,104,1902,263,1502,511,14028,4346,NA,2202083,271.165,7957,29.34,95,0.546,"9.43",52895475.75,48491003.55,14976.18,"PI"
42,"Caldeirão Grande do Piauí",3166,NA,178,1297,284,3213,11745,20829,5616,NA,2202091,467.083,5503,11.78,98.1,0.588,"14.49",48696624.51,43032630.03,33715.63,"PI"
43,"Campinas do Piauí",7134,NA,305,4172,747,12683,27169,18651,4909,NA,2202109,783.842,4938,6.3,97.8,0.544,"-",38456966.93,37685603.45,10216.08,"PI"
44,"Campo Alegre do Fidalgo",2439,NA,285,2816,593,20943,7828,10899,2869,NA,2202117,657.796,4616,7.02,97.5,0.537,"48.39",28047792.58,25807291.89,10086.52,"PI"
45,"Campo Grande do Piauí",2022,NA,167,1537,306,1297,2445,18933,4732,NA,2202133,311.682,6020,19.31,98.5,0.56,"12.99",29160858.89,27292910.83,10378.37,"PI"
46,"Campo Largo do Piauí",4083,124,216,8556,1540,4279,874,28269,8396,NA,2202174,478.078,7419,15.52,97.2,0.528,"19.05",45380000.58,43309010.26,7702.79,"PI"
47,"Campo Maior",129674,17,6391,170613,26087,370648,205806,671967,166652,NA,2202208,1680.861,45793,27.24,98.3,0.656,"7.83",236300756.66,237701675.2,15034.35,"PI"
48,"Canavieira",9637,NA,400,1415,204,2750,4745,13438,3847,NA,2202251,2165.277,3414,1.58,99.6,0.583,"27.03",26858727.17,23572875.48,10652.17,"PI"
49,"Canto do Buriti",9015,NA,481,7835,1174,2157,11261,50167,17461,NA,2202307,4325.643,19365,4.48,96.6,0.576,"13.75",92783668.89,87749989.65,12725.69,"PI"
50,"Capitão de Campos",4304,NA,187,8297,1719,7645,2285,20514,6334,NA,2202406,571.658,11100,19.42,98.6,0.583,"8.13",68305904.8,63939011.61,9276.42,"PI"
51,"Capitão Gervásio Oliveira",5212,NA,306,2623,551,29510,13119,9785,2572,NA,2202455,1132.995,3974,3.51,98.7,0.553,"-",2457383.94,5901386.7,10582.72,"PI"
52,"Caracol",4346,NA,638,2021,253,4260,4965,26820,9315,NA,2202505,1610.959,10318,6.4,96.6,0.552,"6.94",49378099.91,45241335.92,8855.03,"PI"
53,"Caraúbas do Piauí",8414,NA,203,5873,818,4751,2443,25835,6974,NA,2202539,471.217,5630,11.95,93.9,0.505,"-",34483901.17,34566985.9,9718.63,"PI"
54,"Caridade do Piauí",4274,NA,130,1331,252,6452,29775,12227,3253,NA,2202554,498.793,5033,10.09,99.4,0.541,"25.32",49676552.29,41276555.89,9806.1,"PI"
55,"Castelo do Piauí",10742,NA,299,9371,1352,35239,15835,43442,12809,NA,2202604,2378.847,19288,8.11,98,0.587,"23.7",104151618.59,97363542.59,10267.96,"PI"
56,"Caxingó",3976,NA,202,2745,329,3322,1221,8989,2515,NA,2202653,491.093,5496,11.19,96.8,0.488,"21.51",34695114.94,30344223.45,9702.47,"PI"
57,"Cocal",6834,NA,179,22081,3312,22083,5855,102685,30799,NA,2202703,1294.133,28212,21.8,96.2,0.497,"15.27",109838778.24,104773127.7,9776.23,"PI"
58,"Cocal de Telha",2595,NA,30,4449,590,4928,1089,16079,4808,NA,2202711,310.291,4911,15.83,98.8,0.555,"16.13",32329998.49,31865645.56,9568.33,"PI"
59,"Cocal dos Alves",2022,NA,104,8161,1630,6998,1278,33629,9752,NA,2202729,324.856,6386,19.66,96.3,0.498,"-",30722108.05,28312229.45,9216.79,"PI"
60,"Coivaras",2755,NA,208,3897,739,5254,3925,16570,3682,NA,2202737,484.46,4117,8.5,98.1,0.565,"22.22",28130953.69,25599668.93,9324.45,"PI"
61,"Colônia do Gurguéia",5875,NA,122,776,133,528,1940,6830,2343,NA,2202752,429.591,6150,14.32,98.8,0.628,"15.15",35387189.4,32733998.46,10780.57,"PI"
62,"Colônia do Piauí",7478,NA,252,5294,952,7756,8271,25847,6617,NA,2202778,950.193,6994,7.36,98.6,0.588,"-",31563126.69,28780304.23,8886.02,"PI"
63,"Conceição do Canindé",3669,NA,106,1201,228,9495,11873,8422,2731,NA,2202802,824.729,4932,5.98,96.8,0.589,"-",25556708.1,23711921.25,12564.06,"PI"
64,"Coronel José Dias",2723,NA,291,3832,547,30431,16857,19052,9926,NA,2202851,1926.103,4250,2.21,96.9,0.546,"20.41",26205829.77,24792329.74,8694.47,"PI"
65,"Corrente",28199,NA,1353,5326,896,2298,6348,67392,20805,NA,2202901,3048.747,27278,8.95,97.3,0.642,"16.06",127938303.94,151422501.6,25426.51,"PI"
66,"Cristalândia do Piauí",19643,NA,798,1877,364,2633,3635,29883,8909,NA,2203008,1202.896,7356,6.12,96.9,0.573,"31.25",45609479.91,41023906.42,8990.27,"PI"
67,"Cristino Castro",5185,NA,145,809,161,207,978,15738,5339,NA,2203107,1845.698,10503,5.69,97.9,0.566,"7.63",66366922.83,57382100.66,11616.02,"PI"
68,"Curimatá",20242,NA,737,2621,418,6029,14698,34040,8510,NA,2203206,2344.949,11270,4.81,97.6,0.607,"27.93",53672756.54,48259170.32,12336.59,"PI"
69,"Currais",13894,NA,116,1326,196,105,354,22448,7812,NA,2203230,3156.657,4854,1.54,98.6,0.542,"-",36543541.69,33647611.83,82098.16,"PI"
70,"Curral Novo do Piauí",2839,NA,208,1227,244,6355,17846,9783,2444,NA,2203271,755.251,5073,6.72,95.6,0.527,"10.53",44550052.62,41418145.71,14544.26,"PI"
71,"Curralinhos",3452,NA,51,2392,407,2527,940,13863,3579,NA,2203255,345.811,4413,12.76,84.7,0.555,"15.38",35525110.9,32926845.14,8862.51,"PI"
72,"Demerval Lobão",1678,NA,117,4190,626,2725,1704,32032,5680,NA,2203305,216.807,16352,75.42,97.9,0.618,"3.98",94056218.14,89773496.88,15267.54,"PI"
73,"Dirceu Arcoverde",3509,NA,327,9659,1042,44990,36622,24624,8618,NA,2203354,1005.571,7054,7.01,97.5,0.561,"11.76",40673054.88,39768804.45,9578.83,"PI"
74,"Dom Expedito Lopes",1183,NA,30,971,113,213,776,11569,2893,NA,2203404,218.808,6320,28.88,98.5,0.601,"12.05",32123283.56,28419844.96,11245.65,"PI"
75,"Dom Inocêncio",7354,NA,732,8093,1525,90707,59050,22525,7884,NA,2203453,3871.824,9159,2.37,98.4,0.549,"-",57267404.3,54885794.63,17165.89,"PI"
76,"Domingos Mourão",3158,NA,197,8846,1337,10816,4305,15948,3194,NA,2203420,848.705,4075,4.8,95.8,0.55,"19.23",33074336.9,30026556.77,10692.03,"PI"
77,"Elesbão Veloso",15895,NA,533,3573,433,10937,22442,31973,10646,NA,2203503,1383.976,13607,9.83,98.9,0.58,"41.1",53169575.25,49393711.82,11321.73,"PI"
78,"Eliseu Martins",6027,NA,112,1730,257,1650,895,28527,15977,NA,2203602,1097.79,4377,3.99,98.4,0.595,"-",29247957.75,26010160.94,11246.54,"PI"
79,"Esperantina",8921,11,356,23470,4612,23630,4132,112003,25761,NA,2203701,908.748,40970,45.08,97.5,0.605,"9.88",184449131.06,168774216.4,11427.08,"PI"
80,"Fartura do Piauí",3182,NA,312,3929,715,27026,12809,18599,5580,NA,2203750,713.046,5284,7.41,96.3,0.548,"-",39479153.56,37285464.43,8775.69,"PI"
81,"Flores do Piauí",4574,NA,172,4097,610,5913,1927,16748,5812,NA,2203800,946.719,4414,4.66,99,0.547,"-",28662473.52,28352137.07,10786.85,"PI"
82,"Floresta do Piauí",2505,NA,175,1654,248,1423,5267,9948,2619,NA,2203859,223.199,2333,10.45,99.3,0.538,"47.62",35070017.31,28329911.14,9862.71,"PI"
83,"Floriano",80251,NA,4219,44032,6839,83114,68101,385602,227000,NA,2203909,3407.979,62036,18.2,98.1,0.7,"13.87",310557287.13,286701778.6,24441.02,"PI"
84,"Francinópolis",2982,NA,78,1280,275,2656,1681,31857,19804,NA,2204006,268.704,4505,16.77,97.5,0.564,"-",33442505.03,29215570.88,8381.02,"PI"
85,"Francisco Ayres",3764,NA,152,1419,185,1752,2908,12225,4040,NA,2204105,656.475,4412,6.72,98.1,0.577,"-",31955708.3,27613061.77,10875.11,"PI"
86,"Francisco Macedo",1533,NA,29,871,176,1376,4168,8385,2109,NA,2204154,179.245,2929,16.34,97.8,0.553,"-",27956597.3,24401957.25,10211.77,"PI"
87,"Francisco Santos",3359,NA,121,1379,297,954,2089,30506,7627,NA,2204204,492.191,8237,16.74,97.4,0.608,"19.8",35827511.06,36477419.11,8811.07,"PI"
88,"Fronteiras",5822,NA,80,1225,184,9141,25419,25115,6264,NA,2204303,777.179,10259,13.2,97.5,0.619,"9.43",57162555.65,50002103.42,9619.68,"PI"
89,"Geminiano",3559,NA,140,1837,334,878,3638,26471,8583,NA,2204352,440.606,5445,12.36,97,0.561,"27.4",29087362.14,25660961.88,10818.51,"PI"
90,"Gilbués",10441,NA,515,2121,350,1554,1803,24476,6120,NA,2204402,3495.692,10892,3.12,93.7,0.548,"11.98",73100179.93,65356494.18,38969.38,"PI"
91,"Guadalupe",5196,NA,144,1149,196,4015,1745,6905,2045,NA,2204501,1026.538,10270,10,98.8,0.65,"21.74",69853438.74,68185504.01,60708.08,"PI"
92,"Guaribas",2120,NA,61,1951,245,1804,269,16232,5568,NA,2204550,3118.231,4276,1.37,98.2,0.508,"14.08",33090574.9,30968798.14,9861.95,"PI"
93,"Hugo Napoleão",2031,NA,18,1591,287,1398,1176,41966,10509,NA,2204600,224.573,3518,15.67,96.8,0.599,"25",27336702.89,25155513.38,8779.97,"PI"
94,"Ilha Grande",1632,NA,112,541,97,217,838,5827,1523,NA,2204659,129.696,9274,71.51,98.1,0.563,"22.56",44084398.53,40729136.47,12619.94,"PI"
95,"Inhuma",7325,NA,262,5466,987,3184,3646,48084,12020,NA,2204709,978.222,14958,15.29,98.8,0.624,"36.76",59123091.73,53842638.73,10673.42,"PI"
96,"Ipiranga do Piauí",2820,NA,78,2076,502,2433,1668,26276,6241,NA,2204808,529.417,9420,17.79,94.9,0.63,"19.61",38466424.81,35352480.19,8356.14,"PI"
97,"Isaías Coelho",8117,NA,345,5304,954,21558,22236,24377,7310,NA,2204907,800.688,7774,9.71,95,0.582,"18.35",34007103.16,32871797.75,9414.86,"PI"
98,"Itainópolis",6981,NA,419,6585,1184,16166,23182,54224,13558,NA,2205003,827.62,10790,13.04,97.1,0.541,"-",53997215.96,48835710.84,9350.28,"PI"
99,"Itaueira",13770,NA,602,8604,1255,10284,14560,46695,16446,NA,2205102,2554.179,10323,4.04,98.7,0.583,"36.7",49043707.69,47052461.29,11946.42,"PI"
100,"Jacobina do Piauí",10767,NA,232,990,271,14705,71005,13521,3448,NA,2205151,1333.796,5613,4.21,97.7,0.535,"-",52984954.46,44035718.97,12078.34,"PI"
101,"Jaicós",3995,NA,295,4281,1071,13130,14909,56301,14077,NA,2205201,866.788,17527,20.22,95.1,0.524,"25.21",79671503.43,73767535.86,9970.93,"PI"
102,"Jardim do Mulato",3192,NA,26,1397,214,3041,332,20252,3932,NA,2205250,510.226,4180,8.19,98.9,0.593,"-",29743343.68,26876199.65,8764.19,"PI"
103,"Jatobá do Piauí",7172,NA,362,5771,699,21292,15020,26045,7625,NA,2205276,650.393,4494,6.91,98.9,0.566,"22.73",29818121.88,27820750.01,12026.02,"PI"
104,"Jerumenha",6648,NA,522,1135,150,3204,3817,4020,1104,NA,2205300,1865.94,4497,2.41,97.4,0.591,"16.95",24637005.3,22038324.28,14298.42,"PI"
105,"João Costa",3575,NA,242,3616,578,16929,15528,12488,3125,NA,2205359,1800.23,2970,1.65,96.9,0.561,"-",29490286.23,29085335.63,23073.1,"PI"
106,"Joaquim Pires",10961,30,392,12949,2149,13464,2397,42790,12152,NA,2205409,740.561,13886,18.75,96.2,0.522,"9.57",70285959.62,61761393.22,8258.82,"PI"
107,"Joca Marques",4556,NA,75,5718,989,2494,662,25461,7536,NA,2205458,169.005,5394,31.92,97.2,0.504,"12.99",30809377.02,28264938.35,8423.08,"PI"
108,"José de Freitas",13805,89,1775,27273,4889,25362,20574,186993,29382,NA,2205508,1538.172,42559,27.67,98.7,0.618,"28.88",164488734.5,158490356.6,9902.38,"PI"
109,"Juazeiro do Piauí",4120,NA,133,6086,1097,19297,4636,19461,5704,NA,2205516,935.404,5214,5.57,99.1,0.57,"21.28",36190946.9,31996461.94,10209.14,"PI"
110,"Júlio Borges",11985,NA,285,2846,383,14097,3423,19928,5244,NA,2205524,1283.916,5388,4.2,98.6,0.582,"34.48",44426519.82,39640337.66,14292.17,"PI"
111,"Jurema",2560,NA,483,1399,225,4296,9164,20616,6973,NA,2205532,1271.881,4425,3.48,99.2,0.555,"35.09",35786398.54,35335501.87,9095.2,"PI"
112,"Lagoa Alegre",1775,NA,233,9731,1737,5941,3102,16155,4661,NA,2205557,394.205,8256,20.94,97.8,0.55,"9.71",51193920.62,48676609.08,8979.51,"PI"
113,"Lagoa de São Francisco",1318,NA,98,9110,1634,8830,1469,25057,5270,NA,2205573,155.86,6331,40.62,98.3,0.529,"-",51471443.5,35954185.09,8091.31,"PI"
114,"Lagoa do Barro do Piauí",3505,NA,375,2641,396,26589,20711,8168,1895,NA,2205565,1331.025,4995,3.75,94.7,0.502,"-",71915173.67,58108254.49,114788.12,"PI"
115,"Lagoa do Piauí",2929,NA,130,4399,820,5923,2213,180651,3342,NA,2205581,427.841,4810,11.24,98.9,0.583,"-",30190187.26,26271721.45,18505.9,"PI"
116,"Lagoa do Sítio",3560,NA,119,3216,479,4790,4782,17411,5823,NA,2205599,805.018,4520,5.61,96.6,0.541,"42.55",33035801.72,29629875.98,9311.16,"PI"
117,"Lagoinha do Piauí",1459,NA,24,681,97,756,402,8080,2574,NA,2205540,67.649,2939,43.44,96.9,0.597,"-",20311885.01,19488413.9,14117.98,"PI"
118,"Landri Sales",7679,4,288,2504,387,4170,2084,25437,8889,NA,2205607,1088.583,5213,4.79,98.7,0.584,"15.38",44448044.76,39509171.43,20826.76,"PI"
119,"Luís Correia",8606,NA,427,13181,1693,11504,8324,79508,23810,NA,2205706,1074.132,30641,28.53,95.4,0.541,"14.35",126716755.86,133474298.5,12392.72,"PI"
120,"Luzilândia",7787,NA,350,18842,3392,10296,1204,65619,19554,NA,2205805,705.599,25375,35.96,96.1,0.545,"9.09",118759882.38,114743840.3,9451.85,"PI"
121,"Madeiro",4108,NA,163,3921,557,1644,296,18273,5263,NA,2205854,178.842,8032,44.91,97.8,0.563,"-",43968196.79,43986546.86,8975.26,"PI"
122,"Manoel Emídio",7426,NA,54,1835,275,309,1146,19748,5513,NA,2205904,1620.413,5209,3.21,99,0.573,"-",28836905.44,28612599.13,10240.38,"PI"
123,"Marcolândia",705,NA,42,854,193,237,2021,9066,2346,NA,2205953,136.785,8533,62.38,94.5,0.562,"35.09",58448477.42,50462491.14,23091.01,"PI"
124,"Marcos Parente",5462,NA,155,1774,265,3898,2302,11676,2122,NA,2206001,677.416,4724,6.97,97.3,0.59,"-",28272481.67,25033104.81,12072.99,"PI"
125,"Massapê do Piauí",2731,NA,189,1900,474,8757,19715,19363,4846,NA,2206050,530.169,5218,9.84,98.6,0.525,"-",34328776.04,31419732.36,8074.67,"PI"
126,"Matias Olímpio",2198,49,49,5732,1089,3123,434,19445,5483,NA,2206100,226.785,10641,46.92,98.5,0.562,"21.58",52709392.61,49802857.45,8703.44,"PI"
127,"Miguel Alves",7124,11,518,23317,3533,9188,2653,76647,22154,NA,2206209,1392.123,32150,23.09,96.6,0.539,"17.17",156477214.74,149599592,9227.43,"PI"
128,"Miguel Leão",207,NA,39,395,78,470,314,4590,739,NA,2206308,93.412,1318,14.11,99.6,0.623,"-",21047808.1,18147588.03,19050.85,"PI"
