"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
12,"Capela",24200,NA,1710,1615,105,370,1720,92020,4615,NA,2801306,442.211,31645,71.56,96.3,0.615,"27.31",188919007.76,182906458,11069.02,"SE"
13,"Carira",141859,14,4465,7490,601,1760,16793,642539,366400,NA,2801405,638.743,19939,31.22,98.2,0.588,"21.66",94694831.48,86860112.32,16961.45,"SE"
14,"Carmópolis",2836,NA,280,180,5,NA,190,4000,1800,NA,2801504,46.395,13853,298.59,97.3,0.643,"11.49",95826781.11,97863232.52,24524.19,"SE"
15,"Cedro de São João",6750,NA,916,432,43,42,330,3630,980,NA,2801603,83.711,5391,64.4,99.1,0.623,"20.83",44392421.71,37055833.51,10843.89,"SE"
16,"Cristinápolis",14521,NA,592,1370,36,101,1392,6850,2764,NA,2801702,228.556,17100,74.82,97.5,0.553,"7.91",101595393.11,90392916.39,13793.37,"SE"
17,"Cumbe",8150,NA,550,520,50,100,1600,43050,12000,NA,2801900,128.393,3824,29.78,99,0.604,"25",31814021.1,27090930.57,17337.61,"SE"
18,"Divina Pastora",7847,NA,430,150,6,20,696,4400,2800,NA,2802007,90.508,4340,47.95,98.2,0.61,"32.26",52569000.51,47619207.69,35655.8,"SE"
19,"Estância",84409,17,4338,13760,500,1977,15832,619600,88630,25000,2802106,647.344,65078,100.53,98.6,0.647,"19.15",297207176.99,289253765.1,30414.67,"SE"
20,"Feira Nova",9250,NA,700,2270,260,300,2570,41590,7890,NA,2802205,183.273,5975,32.6,96.7,0.584,"12.82",41314178.66,38591084.86,20459.03,"SE"
21,"Frei Paulo",38689,2,510,1400,95,140,2393,239027,197403,NA,2802304,399.178,14530,36.4,96.9,0.589,"35.35",69859672.39,62109725.02,20699.94,"SE"
22,"Gararu",29000,NA,1830,7200,700,720,8430,98650,15860,NA,2802403,656.956,11096,16.89,95.6,0.564,"22.73",51821306.11,49430041.83,15476.38,"SE"
23,"General Maynard",1918,NA,170,NA,NA,33,40,3000,1000,NA,2802502,19.793,3037,153.44,97.7,0.645,"37.04",38908495.6,36120326.83,12724.95,"SE"
24,"Gracho Cardoso",12050,NA,935,1970,200,500,4470,42830,4660,NA,2802601,242.679,5834,24.04,96,0.577,"-",36394676.71,33725778.8,17318.21,"SE"
25,"Ilha das Flores",2136,NA,220,98,13,11,50,776,98,NA,2802700,52.693,8321,157.91,97.9,0.562,"31.01",53941328.17,51213275.7,11947.29,"SE"
26,"Indiaroba",8450,NA,618,2306,33,70,1400,64500,42800,25000,2802809,316.316,16549,52.32,98.3,0.58,"-",91579171.09,100288762.5,12524.93,"SE"
27,"Itabaiana",37028,NA,1350,6300,175,1300,3000,98000,21000,NA,2802908,337.295,103440,306.68,96.4,0.642,"21.86",361696908.56,367630078.9,22855.2,"SE"
28,"Itabaianinha",43394,NA,2894,9864,300,723,12374,117620,19840,NA,2803005,501.794,40678,81.07,98,0.556,"15.15",157693169.82,156833197.5,12637.01,"SE"
