"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
27,"Costa Rica",154041,93,3417,1808,479,153,3901,42668,10382,NA,5003256,4159.384,26037,6.26,"98.6","0.706","12.02",260411401.51,227689161,97722.89,"MS"
28,"Coxim",532107,587,7446,3796,1139,893,6617,41452,13313,NA,5003306,6391.486,32151,5.03,"97.1","0.703","4.27",247824378.66,229115833,33316.2,"MS"
29,"Deodápolis",65385,35,1396,6000,110,50,689,116758,10582,NA,5003454,828.533,13663,16.49,"99.1","0.694","6.54",50119030.48,99517806.14,37903.72,"MS"
30,"Dois Irmãos do Buriti",190490,149,2931,1077,135,17,2890,628776,25151,NA,5003488,2431.609,11100,4.56,"95.9","0.639","6.33",95686049.99,87276172.94,28765.87,"MS"
31,"Douradina",9933,NA,314,8249,173,3,276,249613,74181,NA,5003504,280.457,5578,19.89,"99.1","0.699","28.57",48965954.16,47199531.11,33357.95,"MS"
32,"Dourados",1087217,620,36822,546241,60593,1911,44235,9365099,717726,NA,5003702,4062.236,243367,59.91,"97.1","0.747","12.71",1538233199.85,1473820950,55246.68,"MS"
33,"Eldorado",67879,20,1268,441,109,2,1604,273109,101894,NA,5003751,1012.796,11386,11.24,"96.1","0.684","10.42",90284946.55,80131144.51,44791.75,"MS"
34,"Fátima do Sul",17862,35,404,27548,138,8,326,847572,10175,NA,5003801,315.333,20609,65.36,"98","0.714","12.77",115436788.59,102605915.8,33882.86,"MS"
35,"Figueirão",301572,2,4790,1424,334,163,4037,21317,5934,NA,5003900,4879.932,3539,0.73,"95.9","0.66","-",65622005.08,57365089.08,46773.62,"MS"
36,"Glória de Dourados",59495,2,1004,277743,16647,48,480,961431,8688,NA,5004007,493.434,10444,21.17,"99.8","0.721","43.01",70259973.31,63508051.45,30808.58,"MS"
37,"Guia Lopes da Laguna",93287,NA,2973,1066,267,627,3429,46234,13167,NA,5004106,1225.426,9940,8.11,"96.5","0.675","14.29",67309841.31,59627764.04,37345.58,"MS"
38,"Iguatemi",1444788,204,30214,501338,94544,1266,30847,9756716,1912467,NA,5004304,2957.41,13808,4.67,"96","0.662","4.5",117683841.47,103022730,49855.39,"MS"
39,"Inocência",361037,154,6184,1299,410,NA,NA,28509,5851,NA,5004403,5761.19,8404,1.46,"96.6","0.681","30.61",146024793.27,131104534,53691.86,"MS"
40,"Itaporã",24418,NA,927,98925,1456,42,1488,841848,10144,NA,5004502,1342.764,24137,17.98,"94.8","0.654","9.39",153751284.61,134554811,46357.44,"MS"
41,"Itaquiraí",148978,8,3530,NA,NA,140,1664,2520075,28638,NA,5004601,2063.717,19423,9.41,"97.5","0.62","18.12",163005741.12,135342181.7,57637.3,"MS"
42,"Ivinhema",118947,13,2355,39074,27219,109,1575,2787397,1347640,NA,5004700,2003.43,27821,13.89,"99","0.72","7.59",86612236.67,186700509.9,73940.5,"MS"
